"Código","Unidade Territorial","UF","Referência","Quantidade de famílias do Cadastro Único em situação de trabalho infantil","Quantidade de pessoas do Cadastro Único em situação de trabalho infantil"
"211245","TURILÂNDIA","MA","12/2017","3","3"
"211245","TURILÂNDIA","MA","02/2017","12","13"
"211245","TURILÂNDIA","MA","03/2017","12","13"
"211245","TURILÂNDIA","MA","07/2017","6","7"
"211245","TURILÂNDIA","MA","11/2017","3","3"
"211245","TURILÂNDIA","MA","05/2018","2","2"
"211245","TURILÂNDIA","MA","07/2018","1","1"
"211245","TURILÂNDIA","MA","03/2018","2","2"
"211245","TURILÂNDIA","MA","12/2018","0",""
"211245","TURILÂNDIA","MA","11/2018","0",""
"211245","TURILÂNDIA","MA","01/2018","2","2"
"211245","TURILÂNDIA","MA","04/2018","2","2"
"211245","TURILÂNDIA","MA","08/2018","0",""
"211245","TURILÂNDIA","MA","02/2018","2","2"
"211245","TURILÂNDIA","MA","06/2018","1","1"
"211245","TURILÂNDIA","MA","09/2018","0",""
"211245","TURILÂNDIA","MA","10/2018","0",""
"211245","TURILÂNDIA","MA","05/2019","0",""
"211245","TURILÂNDIA","MA","09/2019","0",""
"211245","TURILÂNDIA","MA","10/2019","0",""
"211245","TURILÂNDIA","MA","01/2019","0",""
"211245","TURILÂNDIA","MA","11/2019","0",""
"211245","TURILÂNDIA","MA","06/2019","0",""
"211245","TURILÂNDIA","MA","02/2019","0",""
"211245","TURILÂNDIA","MA","12/2019","0",""
"211245","TURILÂNDIA","MA","03/2019","0",""
"211245","TURILÂNDIA","MA","04/2019","0",""
"211245","TURILÂNDIA","MA","07/2019","0",""
"211245","TURILÂNDIA","MA","08/2019","0",""
"211245","TURILÂNDIA","MA","05/2020","0",""
"211245","TURILÂNDIA","MA","09/2020","0",""
"211245","TURILÂNDIA","MA","10/2020","0",""
"211245","TURILÂNDIA","MA","12/2020","0",""
"211245","TURILÂNDIA","MA","02/2020","0",""
"211245","TURILÂNDIA","MA","03/2020","0",""
"211245","TURILÂNDIA","MA","06/2020","0",""
"211245","TURILÂNDIA","MA","01/2020","0",""
"211245","TURILÂNDIA","MA","11/2020","0",""
"211245","TURILÂNDIA","MA","04/2020","0",""
"211245","TURILÂNDIA","MA","07/2020","0",""
"211245","TURILÂNDIA","MA","08/2020","0",""
"211245","TURILÂNDIA","MA","06/2021","1","1"
"211245","TURILÂNDIA","MA","07/2021","1","1"
"211245","TURILÂNDIA","MA","10/2021","2","4"
"211245","TURILÂNDIA","MA","08/2021","1","1"
"211245","TURILÂNDIA","MA","11/2021","2","4"
"211245","TURILÂNDIA","MA","12/2021","2","4"
"211245","TURILÂNDIA","MA","01/2021","0",""
"211245","TURILÂNDIA","MA","03/2021","0",""
"211245","TURILÂNDIA","MA","04/2021","0",""
"211245","TURILÂNDIA","MA","02/2021","0",""
"211245","TURILÂNDIA","MA","05/2021","1","1"
"211245","TURILÂNDIA","MA","09/2021","2","4"
"211245","TURILÂNDIA","MA","07/2022","3","5"
"211245","TURILÂNDIA","MA","08/2022","3","5"
"211245","TURILÂNDIA","MA","03/2022","2","4"
"211245","TURILÂNDIA","MA","11/2022","2","4"
"211245","TURILÂNDIA","MA","12/2022","3","5"
"211245","TURILÂNDIA","MA","01/2022","2","4"
"211245","TURILÂNDIA","MA","02/2022","2","4"
"211245","TURILÂNDIA","MA","09/2022","3","5"
"211245","TURILÂNDIA","MA","05/2022","3","5"
"211245","TURILÂNDIA","MA","04/2022","2","4"
"211245","TURILÂNDIA","MA","10/2022","3","5"
"211245","TURILÂNDIA","MA","06/2022","3","5"
"211245","TURILÂNDIA","MA","01/2023","3","5"
"211245","TURILÂNDIA","MA","03/2023","3","5"
"211245","TURILÂNDIA","MA","05/2023","4","5"
"211245","TURILÂNDIA","MA","07/2023","3","4"
"211245","TURILÂNDIA","MA","04/2023","4","5"
"211245","TURILÂNDIA","MA","11/2023","3","4"
"211245","TURILÂNDIA","MA","02/2023","3","5"
"211245","TURILÂNDIA","MA","06/2023","4","5"
"211245","TURILÂNDIA","MA","08/2023","3","4"
"211245","TURILÂNDIA","MA","10/2023","3","4"
"211245","TURILÂNDIA","MA","12/2023","3","4"
"211245","TURILÂNDIA","MA","02/2024","3","4"
"211245","TURILÂNDIA","MA","03/2024","3","4"
"211245","TURILÂNDIA","MA","06/2024","4","4"
"211245","TURILÂNDIA","MA","08/2024","4","4"
"211245","TURILÂNDIA","MA","09/2024","3","3"
"211245","TURILÂNDIA","MA","01/2024","3","4"
"211245","TURILÂNDIA","MA","10/2024","3","3"
"211245","TURILÂNDIA","MA","11/2024","3","3"
"211245","TURILÂNDIA","MA","12/2024","3","3"
"211245","TURILÂNDIA","MA","07/2024","4","4"
"211245","TURILÂNDIA","MA","04/2024","3","4"
"211245","TURILÂNDIA","MA","05/2024","3","4"
"211245","TURILÂNDIA","MA","01/2025","3","3"
"211245","TURILÂNDIA","MA","02/2025","3","3"
"211245","TURILÂNDIA","MA","03/2025","3","3"
"211245","TURILÂNDIA","MA","05/2025","3","3"
"211245","TURILÂNDIA","MA","06/2025","2","2"
"211245","TURILÂNDIA","MA","07/2025","2","2"
"211245","TURILÂNDIA","MA","08/2025","2","2"
"211245","TURILÂNDIA","MA","09/2025","2","2"
"211245","TURILÂNDIA","MA","10/2025","1","1"
"211245","TURILÂNDIA","MA","11/2025","1","1"
"211250","TUTÓIA","MA","11/2025","1","1"
"211250","TUTÓIA","MA","10/2014","519","646"
"211250","TUTÓIA","MA","12/2014","521","646"
"211250","TUTÓIA","MA","09/2014","532","666"
"211250","TUTÓIA","MA","08/2014","537","673"
"211250","TUTÓIA","MA","07/2014","550","691"
"211250","TUTÓIA","MA","02/2014","630","815"
"211250","TUTÓIA","MA","03/2014","623","799"
"211250","TUTÓIA","MA","06/2014","559","709"
"211250","TUTÓIA","MA","05/2014","583","743"
"211250","TUTÓIA","MA","04/2014","600","766"
"211250","TUTÓIA","MA","01/2014","639","832"
"211250","TUTÓIA","MA","07/2015","459","564"
"211250","TUTÓIA","MA","02/2015","512","633"
"211250","TUTÓIA","MA","08/2015","440","544"
"211250","TUTÓIA","MA","09/2015","424","522"
"211250","TUTÓIA","MA","03/2015","510","629"
"211250","TUTÓIA","MA","10/2015","408","500"
"211250","TUTÓIA","MA","05/2015","490","603"
"211250","TUTÓIA","MA","04/2015","504","620"
"211250","TUTÓIA","MA","12/2015","383","468"
"211250","TUTÓIA","MA","11/2015","400","489"
"211250","TUTÓIA","MA","01/2015","517","641"
"211250","TUTÓIA","MA","06/2015","476","583"
"211250","TUTÓIA","MA","11/2016","171","204"
"211250","TUTÓIA","MA","02/2016","362","442"
"211250","TUTÓIA","MA","12/2016","151","179"
"211250","TUTÓIA","MA","01/2016","372","453"
"211250","TUTÓIA","MA","03/2016","327","401"
"211250","TUTÓIA","MA","09/2016","202","241"
"211250","TUTÓIA","MA","05/2016","267","324"
"211250","TUTÓIA","MA","07/2016","224","267"
"211250","TUTÓIA","MA","10/2016","185","221"
"211250","TUTÓIA","MA","06/2016","239","300"
"211250","TUTÓIA","MA","08/2016","214","255"
"211250","TUTÓIA","MA","04/2016","296","365"
"211250","TUTÓIA","MA","04/2017","125","148"
"211250","TUTÓIA","MA","08/2017","81","97"
"211250","TUTÓIA","MA","09/2017","68","79"
"211250","TUTÓIA","MA","03/2017","134","158"
"211250","TUTÓIA","MA","05/2017","117","139"
"211250","TUTÓIA","MA","02/2017","140","165"
"211250","TUTÓIA","MA","01/2017","147","174"
"211250","TUTÓIA","MA","10/2017","61","69"
"211250","TUTÓIA","MA","06/2017","101","120"
"211250","TUTÓIA","MA","07/2017","92","109"
"211250","TUTÓIA","MA","11/2017","57","65"
"211250","TUTÓIA","MA","12/2017","53","59"
"211250","TUTÓIA","MA","05/2018","41","51"
"211250","TUTÓIA","MA","07/2018","31","41"
"211250","TUTÓIA","MA","11/2018","23","31"
"211250","TUTÓIA","MA","01/2018","53","59"
"211250","TUTÓIA","MA","04/2018","47","57"
"211250","TUTÓIA","MA","03/2018","49","60"
"211250","TUTÓIA","MA","08/2018","27","35"
"211250","TUTÓIA","MA","02/2018","49","55"
"211250","TUTÓIA","MA","12/2018","19","26"
"211250","TUTÓIA","MA","06/2018","37","47"
"211250","TUTÓIA","MA","09/2018","25","33"
"211250","TUTÓIA","MA","10/2018","24","32"
"211250","TUTÓIA","MA","05/2019","14","21"
"211250","TUTÓIA","MA","09/2019","12","17"
"211250","TUTÓIA","MA","10/2019","12","17"
"211250","TUTÓIA","MA","01/2019","17","24"
"211250","TUTÓIA","MA","11/2019","10","14"
"211250","TUTÓIA","MA","06/2019","12","17"
"211250","TUTÓIA","MA","02/2019","16","23"
"211250","TUTÓIA","MA","12/2019","10","14"
"211250","TUTÓIA","MA","03/2019","15","22"
"211250","TUTÓIA","MA","04/2019","14","21"
"211250","TUTÓIA","MA","07/2019","12","17"
"211250","TUTÓIA","MA","08/2019","13","18"
"211250","TUTÓIA","MA","05/2020","6","7"
"211250","TUTÓIA","MA","10/2020","7","8"
"211250","TUTÓIA","MA","12/2020","4","5"
"211250","TUTÓIA","MA","02/2020","6","7"
"211250","TUTÓIA","MA","03/2020","6","7"
"211250","TUTÓIA","MA","06/2020","6","7"
"211250","TUTÓIA","MA","01/2020","10","14"
"211250","TUTÓIA","MA","09/2020","6","7"
"211250","TUTÓIA","MA","11/2020","5","6"
"211250","TUTÓIA","MA","04/2020","6","7"
"211250","TUTÓIA","MA","07/2020","6","7"
"211250","TUTÓIA","MA","08/2020","6","7"
"211250","TUTÓIA","MA","06/2021","4","5"
"211250","TUTÓIA","MA","07/2021","4","5"
"211250","TUTÓIA","MA","10/2021","3","4"
"211250","TUTÓIA","MA","11/2021","4","5"
"211250","TUTÓIA","MA","12/2021","5","6"
"211250","TUTÓIA","MA","01/2021","4","5"
"211250","TUTÓIA","MA","03/2021","5","6"
"211250","TUTÓIA","MA","04/2021","5","6"
"211250","TUTÓIA","MA","02/2021","4","5"
"211250","TUTÓIA","MA","08/2021","4","5"
"211250","TUTÓIA","MA","05/2021","4","5"
"211250","TUTÓIA","MA","09/2021","3","4"
"211250","TUTÓIA","MA","07/2022","7","8"
"211250","TUTÓIA","MA","08/2022","7","8"
"211250","TUTÓIA","MA","03/2022","5","6"
"211250","TUTÓIA","MA","11/2022","5","6"
"211250","TUTÓIA","MA","12/2022","4","5"
"211250","TUTÓIA","MA","01/2022","5","6"
"211250","TUTÓIA","MA","02/2022","6","7"
"211250","TUTÓIA","MA","09/2022","4","5"
"211250","TUTÓIA","MA","04/2022","6","7"
"211250","TUTÓIA","MA","10/2022","5","6"
"211250","TUTÓIA","MA","05/2022","6","7"
"211250","TUTÓIA","MA","06/2022","6","7"
"211250","TUTÓIA","MA","03/2023","4","5"
"211250","TUTÓIA","MA","04/2023","4","5"
"211250","TUTÓIA","MA","01/2023","4","5"
"211250","TUTÓIA","MA","06/2023","4","5"
"211250","TUTÓIA","MA","05/2023","4","5"
"211250","TUTÓIA","MA","07/2023","4","5"
"211250","TUTÓIA","MA","09/2023","4","5"
"211250","TUTÓIA","MA","10/2023","4","5"
"211250","TUTÓIA","MA","11/2023","5","6"
"211250","TUTÓIA","MA","12/2023","5","6"
"211250","TUTÓIA","MA","02/2023","4","5"
"211250","TUTÓIA","MA","08/2023","4","5"
"211250","TUTÓIA","MA","01/2024","5","6"
"211250","TUTÓIA","MA","04/2024","3","4"
"211250","TUTÓIA","MA","08/2024","2","3"
"211250","TUTÓIA","MA","09/2024","2","3"
"211250","TUTÓIA","MA","05/2024","2","3"
"211250","TUTÓIA","MA","10/2024","3","4"
"211250","TUTÓIA","MA","11/2024","3","4"
"211250","TUTÓIA","MA","12/2024","3","4"
"211250","TUTÓIA","MA","07/2024","2","3"
"211250","TUTÓIA","MA","02/2024","5","6"
"211250","TUTÓIA","MA","03/2024","3","4"
"211250","TUTÓIA","MA","06/2024","2","3"
"211250","TUTÓIA","MA","01/2025","3","4"
"211250","TUTÓIA","MA","02/2025","3","4"
"211250","TUTÓIA","MA","03/2025","3","4"
"211250","TUTÓIA","MA","05/2025","3","4"
"211250","TUTÓIA","MA","06/2025","2","2"
"211250","TUTÓIA","MA","07/2025","2","2"
"211250","TUTÓIA","MA","08/2025","2","2"
"211250","TUTÓIA","MA","09/2025","1","1"
"211250","TUTÓIA","MA","10/2025","1","1"
"211250","TUTÓIA","MA","12/2012","766","1018"
"211250","TUTÓIA","MA","11/2013","660","865"
"211250","TUTÓIA","MA","10/2013","662","870"
"211250","TUTÓIA","MA","12/2013","650","850"
"211250","TUTÓIA","MA","08/2013","679","894"
"211250","TUTÓIA","MA","09/2013","672","886"
"211250","TUTÓIA","MA","07/2013","699","923"
"211250","TUTÓIA","MA","06/2013","716","947"
"211250","TUTÓIA","MA","05/2013","728","964"
"211250","TUTÓIA","MA","04/2013","746","987"
"211250","TUTÓIA","MA","03/2013","758","1002"
"211250","TUTÓIA","MA","02/2013","757","1002"
"211250","TUTÓIA","MA","01/2013","762","1012"
"211250","TUTÓIA","MA","11/2014","517","643"
"211260","URBANO SANTOS","MA","10/2024","1","1"
"211260","URBANO SANTOS","MA","11/2024","1","1"
"211260","URBANO SANTOS","MA","12/2024","1","1"
"211260","URBANO SANTOS","MA","01/2025","1","1"
"211260","URBANO SANTOS","MA","02/2025","1","1"
"211260","URBANO SANTOS","MA","03/2025","1","1"
"211260","URBANO SANTOS","MA","05/2025","1","1"
"211260","URBANO SANTOS","MA","06/2025","1","1"
"211260","URBANO SANTOS","MA","07/2025","1","1"
"211260","URBANO SANTOS","MA","08/2025","1","1"
"211260","URBANO SANTOS","MA","09/2025","1","1"
"211260","URBANO SANTOS","MA","10/2025","1","1"
"211260","URBANO SANTOS","MA","11/2025","1","1"
"211260","URBANO SANTOS","MA","02/2023","0",""
"211260","URBANO SANTOS","MA","05/2023","0",""
"211260","URBANO SANTOS","MA","01/2023","1","1"
"211260","URBANO SANTOS","MA","03/2023","0",""
"211260","URBANO SANTOS","MA","04/2023","0",""
"211260","URBANO SANTOS","MA","05/2022","0",""
"211260","URBANO SANTOS","MA","10/2022","0",""
"211260","URBANO SANTOS","MA","04/2022","0",""
"211260","URBANO SANTOS","MA","09/2022","0",""
"211260","URBANO SANTOS","MA","02/2022","0",""
"211260","URBANO SANTOS","MA","01/2022","0",""
"211260","URBANO SANTOS","MA","11/2022","0",""
"211260","URBANO SANTOS","MA","12/2022","1","1"
"211260","URBANO SANTOS","MA","08/2022","0",""
"211260","URBANO SANTOS","MA","06/2022","0",""
"211260","URBANO SANTOS","MA","03/2022","0",""
"211260","URBANO SANTOS","MA","07/2022","0",""
"211260","URBANO SANTOS","MA","09/2021","0",""
"211260","URBANO SANTOS","MA","05/2021","0",""
"211260","URBANO SANTOS","MA","02/2021","0",""
"211260","URBANO SANTOS","MA","04/2021","0",""
"211260","URBANO SANTOS","MA","03/2021","0",""
"211260","URBANO SANTOS","MA","01/2021","0",""
"211260","URBANO SANTOS","MA","12/2021","0",""
"211260","URBANO SANTOS","MA","11/2021","0",""
"211260","URBANO SANTOS","MA","08/2021","0",""
"211260","URBANO SANTOS","MA","10/2021","0",""
"211260","URBANO SANTOS","MA","07/2021","0",""
"211260","URBANO SANTOS","MA","06/2021","0",""
"211260","URBANO SANTOS","MA","08/2020","2","2"
"211260","URBANO SANTOS","MA","04/2020","2","2"
"211260","URBANO SANTOS","MA","11/2020","1","1"
"211260","URBANO SANTOS","MA","07/2020","2","2"
"211260","URBANO SANTOS","MA","01/2020","2","2"
"211260","URBANO SANTOS","MA","02/2020","2","2"
"211260","URBANO SANTOS","MA","06/2020","2","2"
"211260","URBANO SANTOS","MA","03/2020","2","2"
"211260","URBANO SANTOS","MA","12/2020","1","1"
"211260","URBANO SANTOS","MA","10/2020","1","1"
"211260","URBANO SANTOS","MA","09/2020","2","2"
"211260","URBANO SANTOS","MA","05/2020","2","2"
"211260","URBANO SANTOS","MA","02/2019","0",""
"211260","URBANO SANTOS","MA","07/2019","2","2"
"211260","URBANO SANTOS","MA","11/2019","2","2"
"211260","URBANO SANTOS","MA","04/2019","1","1"
"211260","URBANO SANTOS","MA","08/2019","2","2"
"211260","URBANO SANTOS","MA","03/2019","0",""
"211260","URBANO SANTOS","MA","12/2019","2","2"
"211260","URBANO SANTOS","MA","06/2019","2","2"
"211260","URBANO SANTOS","MA","01/2019","1","1"
"211260","URBANO SANTOS","MA","10/2019","2","2"
"211260","URBANO SANTOS","MA","09/2019","2","2"
"211260","URBANO SANTOS","MA","05/2019","2","2"
"211260","URBANO SANTOS","MA","10/2018","2","2"
"211260","URBANO SANTOS","MA","09/2018","2","2"
"211260","URBANO SANTOS","MA","06/2018","2","2"
"211260","URBANO SANTOS","MA","05/2018","3","3"
"211260","URBANO SANTOS","MA","02/2018","6","6"
"211260","URBANO SANTOS","MA","08/2018","2","2"
"211260","URBANO SANTOS","MA","03/2018","5","5"
"211260","URBANO SANTOS","MA","04/2018","4","4"
"211260","URBANO SANTOS","MA","01/2018","6","6"
"211260","URBANO SANTOS","MA","07/2018","2","2"
"211260","URBANO SANTOS","MA","11/2018","2","2"
"211260","URBANO SANTOS","MA","12/2018","1","1"
"211260","URBANO SANTOS","MA","12/2017","6","6"
"211260","URBANO SANTOS","MA","07/2017","11","11"
"211260","URBANO SANTOS","MA","11/2017","7","7"
"211260","URBANO SANTOS","MA","10/2017","8","8"
"211260","URBANO SANTOS","MA","06/2017","14","14"
"211260","URBANO SANTOS","MA","04/2017","18","22"
"211260","URBANO SANTOS","MA","02/2017","22","26"
"211260","URBANO SANTOS","MA","01/2017","24","29"
"211260","URBANO SANTOS","MA","03/2017","21","25"
"211260","URBANO SANTOS","MA","05/2017","17","21"
"211260","URBANO SANTOS","MA","09/2017","8","8"
"211260","URBANO SANTOS","MA","08/2017","8","8"
"211260","URBANO SANTOS","MA","02/2016","52","63"
"211260","URBANO SANTOS","MA","06/2016","41","50"
"211260","URBANO SANTOS","MA","10/2016","32","39"
"211260","URBANO SANTOS","MA","05/2016","42","51"
"211260","URBANO SANTOS","MA","04/2016","45","54"
"211260","URBANO SANTOS","MA","03/2016","51","61"
"211260","URBANO SANTOS","MA","09/2016","33","40"
"211260","URBANO SANTOS","MA","12/2016","26","32"
"211260","URBANO SANTOS","MA","01/2016","53","66"
"211260","URBANO SANTOS","MA","08/2016","36","43"
"211260","URBANO SANTOS","MA","11/2016","29","36"
"211260","URBANO SANTOS","MA","07/2016","39","48"
"211260","URBANO SANTOS","MA","08/2015","64","81"
"211260","URBANO SANTOS","MA","05/2015","78","99"
"211260","URBANO SANTOS","MA","06/2015","77","97"
"211260","URBANO SANTOS","MA","04/2015","87","114"
"211260","URBANO SANTOS","MA","01/2015","95","124"
"211260","URBANO SANTOS","MA","10/2015","60","76"
"211260","URBANO SANTOS","MA","02/2015","91","120"
"211260","URBANO SANTOS","MA","03/2015","91","120"
"211260","URBANO SANTOS","MA","12/2015","56","69"
"211260","URBANO SANTOS","MA","11/2015","59","75"
"211260","URBANO SANTOS","MA","09/2015","61","77"
"211260","URBANO SANTOS","MA","07/2015","70","89"
"211260","URBANO SANTOS","MA","08/2014","116","153"
"211260","URBANO SANTOS","MA","01/2014","156","210"
"211260","URBANO SANTOS","MA","04/2014","134","182"
"211260","URBANO SANTOS","MA","05/2014","129","177"
"211260","URBANO SANTOS","MA","06/2014","125","170"
"211260","URBANO SANTOS","MA","03/2014","143","193"
"211260","URBANO SANTOS","MA","02/2014","152","204"
"211260","URBANO SANTOS","MA","07/2014","120","158"
"211260","URBANO SANTOS","MA","09/2014","116","153"
"211260","URBANO SANTOS","MA","12/2014","104","137"
"211260","URBANO SANTOS","MA","10/2014","113","150"
"211260","URBANO SANTOS","MA","11/2014","107","140"
"211260","URBANO SANTOS","MA","01/2013","210","282"
"211260","URBANO SANTOS","MA","02/2013","208","279"
"211260","URBANO SANTOS","MA","03/2013","209","280"
"211260","URBANO SANTOS","MA","04/2013","205","274"
"211260","URBANO SANTOS","MA","05/2013","222","302"
"211260","URBANO SANTOS","MA","06/2013","216","293"
"211260","URBANO SANTOS","MA","07/2013","206","279"
"211260","URBANO SANTOS","MA","09/2013","190","258"
"211260","URBANO SANTOS","MA","08/2013","193","262"
"211260","URBANO SANTOS","MA","12/2013","157","213"
"211260","URBANO SANTOS","MA","10/2013","179","240"
"211260","URBANO SANTOS","MA","11/2013","169","227"
"211260","URBANO SANTOS","MA","12/2012","217","290"
"211260","URBANO SANTOS","MA","09/2024","1","1"
"211270","VARGEM GRANDE","MA","07/2022","9","10"
"211270","VARGEM GRANDE","MA","12/2012","595","935"
"211270","VARGEM GRANDE","MA","11/2013","555","835"
"211270","VARGEM GRANDE","MA","10/2013","558","844"
"211270","VARGEM GRANDE","MA","12/2013","548","823"
"211270","VARGEM GRANDE","MA","08/2013","566","860"
"211270","VARGEM GRANDE","MA","09/2013","563","853"
"211270","VARGEM GRANDE","MA","07/2013","571","873"
"211270","VARGEM GRANDE","MA","06/2013","580","888"
"211270","VARGEM GRANDE","MA","05/2013","587","903"
"211270","VARGEM GRANDE","MA","04/2013","591","910"
"211270","VARGEM GRANDE","MA","03/2013","597","922"
"211270","VARGEM GRANDE","MA","02/2013","600","929"
"211270","VARGEM GRANDE","MA","01/2013","608","941"
"211270","VARGEM GRANDE","MA","11/2014","463","669"
"211270","VARGEM GRANDE","MA","10/2014","469","681"
"211270","VARGEM GRANDE","MA","12/2014","459","657"
"211270","VARGEM GRANDE","MA","09/2014","475","691"
"211270","VARGEM GRANDE","MA","08/2014","481","701"
"211270","VARGEM GRANDE","MA","07/2014","487","716"
"211270","VARGEM GRANDE","MA","02/2014","531","788"
"211270","VARGEM GRANDE","MA","03/2014","520","773"
"211270","VARGEM GRANDE","MA","06/2014","496","730"
"211270","VARGEM GRANDE","MA","05/2014","505","747"
"211270","VARGEM GRANDE","MA","04/2014","513","761"
"211270","VARGEM GRANDE","MA","01/2014","540","809"
"211270","VARGEM GRANDE","MA","11/2015","379","528"
"211270","VARGEM GRANDE","MA","02/2015","449","636"
"211270","VARGEM GRANDE","MA","08/2015","405","560"
"211270","VARGEM GRANDE","MA","09/2015","395","548"
"211270","VARGEM GRANDE","MA","03/2015","441","625"
"211270","VARGEM GRANDE","MA","01/2015","454","644"
"211270","VARGEM GRANDE","MA","04/2015","435","614"
"211270","VARGEM GRANDE","MA","10/2015","388","537"
"211270","VARGEM GRANDE","MA","05/2015","427","600"
"211270","VARGEM GRANDE","MA","06/2015","421","589"
"211270","VARGEM GRANDE","MA","07/2015","413","575"
"211270","VARGEM GRANDE","MA","12/2015","370","512"
"211270","VARGEM GRANDE","MA","07/2016","322","427"
"211270","VARGEM GRANDE","MA","11/2016","297","377"
"211270","VARGEM GRANDE","MA","02/2016","360","494"
"211270","VARGEM GRANDE","MA","08/2016","316","414"
"211270","VARGEM GRANDE","MA","03/2016","351","484"
"211270","VARGEM GRANDE","MA","12/2016","290","367"
"211270","VARGEM GRANDE","MA","01/2016","365","500"
"211270","VARGEM GRANDE","MA","09/2016","304","400"
"211270","VARGEM GRANDE","MA","04/2016","344","470"
"211270","VARGEM GRANDE","MA","05/2016","337","461"
"211270","VARGEM GRANDE","MA","06/2016","329","441"
"211270","VARGEM GRANDE","MA","10/2016","301","389"
"211270","VARGEM GRANDE","MA","08/2017","222","286"
"211270","VARGEM GRANDE","MA","09/2017","213","274"
"211270","VARGEM GRANDE","MA","05/2017","249","319"
"211270","VARGEM GRANDE","MA","01/2017","284","358"
"211270","VARGEM GRANDE","MA","04/2017","259","328"
"211270","VARGEM GRANDE","MA","07/2017","232","301"
"211270","VARGEM GRANDE","MA","10/2017","201","261"
"211270","VARGEM GRANDE","MA","11/2017","196","253"
"211270","VARGEM GRANDE","MA","02/2017","277","349"
"211270","VARGEM GRANDE","MA","03/2017","271","341"
"211270","VARGEM GRANDE","MA","06/2017","242","312"
"211270","VARGEM GRANDE","MA","12/2017","193","247"
"211270","VARGEM GRANDE","MA","03/2018","173","218"
"211270","VARGEM GRANDE","MA","11/2018","123","146"
"211270","VARGEM GRANDE","MA","07/2018","157","195"
"211270","VARGEM GRANDE","MA","01/2018","182","231"
"211270","VARGEM GRANDE","MA","04/2018","166","211"
"211270","VARGEM GRANDE","MA","08/2018","144","177"
"211270","VARGEM GRANDE","MA","02/2018","178","226"
"211270","VARGEM GRANDE","MA","12/2018","122","146"
"211270","VARGEM GRANDE","MA","05/2018","161","200"
"211270","VARGEM GRANDE","MA","06/2018","160","198"
"211270","VARGEM GRANDE","MA","09/2018","136","165"
"211270","VARGEM GRANDE","MA","10/2018","130","156"
"211270","VARGEM GRANDE","MA","05/2019","109","126"
"211270","VARGEM GRANDE","MA","09/2019","89","102"
"211270","VARGEM GRANDE","MA","10/2019","84","96"
"211270","VARGEM GRANDE","MA","01/2019","120","143"
"211270","VARGEM GRANDE","MA","11/2019","82","93"
"211270","VARGEM GRANDE","MA","06/2019","105","121"
"211270","VARGEM GRANDE","MA","02/2019","118","141"
"211270","VARGEM GRANDE","MA","12/2019","80","91"
"211270","VARGEM GRANDE","MA","03/2019","114","137"
"211270","VARGEM GRANDE","MA","04/2019","110","129"
"211270","VARGEM GRANDE","MA","07/2019","98","114"
"211270","VARGEM GRANDE","MA","08/2019","93","107"
"211270","VARGEM GRANDE","MA","05/2020","62","71"
"211270","VARGEM GRANDE","MA","09/2020","49","58"
"211270","VARGEM GRANDE","MA","10/2020","44","53"
"211270","VARGEM GRANDE","MA","12/2020","40","48"
"211270","VARGEM GRANDE","MA","02/2020","75","86"
"211270","VARGEM GRANDE","MA","03/2020","66","76"
"211270","VARGEM GRANDE","MA","06/2020","57","66"
"211270","VARGEM GRANDE","MA","01/2020","79","90"
"211270","VARGEM GRANDE","MA","07/2020","56","65"
"211270","VARGEM GRANDE","MA","11/2020","42","50"
"211270","VARGEM GRANDE","MA","04/2020","64","73"
"211270","VARGEM GRANDE","MA","08/2020","51","60"
"211270","VARGEM GRANDE","MA","06/2021","31","34"
"211270","VARGEM GRANDE","MA","07/2021","27","29"
"211270","VARGEM GRANDE","MA","10/2021","19","20"
"211270","VARGEM GRANDE","MA","08/2021","24","25"
"211270","VARGEM GRANDE","MA","11/2021","17","18"
"211270","VARGEM GRANDE","MA","12/2021","15","16"
"211270","VARGEM GRANDE","MA","01/2021","38","45"
"211270","VARGEM GRANDE","MA","03/2021","36","42"
"211270","VARGEM GRANDE","MA","04/2021","32","36"
"211270","VARGEM GRANDE","MA","02/2021","36","43"
"211270","VARGEM GRANDE","MA","05/2021","31","35"
"211270","VARGEM GRANDE","MA","09/2021","24","25"
"211270","VARGEM GRANDE","MA","03/2022","13","14"
"211270","VARGEM GRANDE","MA","08/2022","8","9"
"211270","VARGEM GRANDE","MA","11/2022","6","7"
"211270","VARGEM GRANDE","MA","12/2022","5","6"
"211270","VARGEM GRANDE","MA","01/2022","13","14"
"211270","VARGEM GRANDE","MA","02/2022","13","14"
"211270","VARGEM GRANDE","MA","09/2022","7","8"
"211270","VARGEM GRANDE","MA","04/2022","13","14"
"211270","VARGEM GRANDE","MA","10/2022","6","7"
"211270","VARGEM GRANDE","MA","05/2022","11","12"
"211270","VARGEM GRANDE","MA","06/2022","10","11"
"211270","VARGEM GRANDE","MA","03/2023","4","5"
"211270","VARGEM GRANDE","MA","04/2023","4","5"
"211270","VARGEM GRANDE","MA","06/2023","4","5"
"211270","VARGEM GRANDE","MA","01/2023","5","6"
"211270","VARGEM GRANDE","MA","05/2023","4","5"
"211270","VARGEM GRANDE","MA","07/2023","3","4"
"211270","VARGEM GRANDE","MA","09/2023","2","3"
"211270","VARGEM GRANDE","MA","10/2023","3","4"
"211270","VARGEM GRANDE","MA","02/2023","4","5"
"211270","VARGEM GRANDE","MA","12/2023","3","4"
