"Código","Unidade Territorial","UF","Referência","Total de famílias em situação de rua inscritas no Cadastro Único"
"210745","OLINDA NOVA DO MARANHÃO","MA","07/2018","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","12/2017","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","11/2017","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","07/2017","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","08/2017","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","06/2017","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","10/2017","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","04/2017","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","01/2017","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","02/2017","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","03/2017","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","05/2017","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","09/2017","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","10/2016","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","06/2016","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","07/2016","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","05/2016","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","04/2016","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","09/2016","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","01/2016","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","12/2016","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","03/2016","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","08/2016","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","02/2016","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","11/2016","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","08/2015","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","06/2015","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","05/2015","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","01/2015","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","10/2015","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","04/2015","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","03/2015","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","12/2015","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","09/2015","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","07/2015","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","02/2015","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","11/2015","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","01/2014","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","04/2014","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","05/2014","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","06/2014","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","03/2014","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","02/2014","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","07/2014","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","08/2014","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","09/2014","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","12/2014","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","10/2014","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","11/2014","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","02/2013","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","01/2013","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","03/2013","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","04/2013","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","05/2013","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","06/2013","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","07/2013","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","09/2013","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","08/2013","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","12/2013","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","10/2013","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","11/2013","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","12/2012","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","11/2012","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","10/2012","0"
"210745","OLINDA NOVA DO MARANHÃO","MA","09/2012","0"
"210750","PAÇO DO LUMIAR","MA","03/2025","46"
"210750","PAÇO DO LUMIAR","MA","08/2012","0"
"210750","PAÇO DO LUMIAR","MA","09/2012","0"
"210750","PAÇO DO LUMIAR","MA","10/2012","0"
"210750","PAÇO DO LUMIAR","MA","11/2012","0"
"210750","PAÇO DO LUMIAR","MA","12/2012","0"
"210750","PAÇO DO LUMIAR","MA","11/2013","0"
"210750","PAÇO DO LUMIAR","MA","10/2013","0"
"210750","PAÇO DO LUMIAR","MA","12/2013","0"
"210750","PAÇO DO LUMIAR","MA","08/2013","0"
"210750","PAÇO DO LUMIAR","MA","09/2013","0"
"210750","PAÇO DO LUMIAR","MA","07/2013","0"
"210750","PAÇO DO LUMIAR","MA","06/2013","0"
"210750","PAÇO DO LUMIAR","MA","05/2013","0"
"210750","PAÇO DO LUMIAR","MA","04/2013","0"
"210750","PAÇO DO LUMIAR","MA","03/2013","0"
"210750","PAÇO DO LUMIAR","MA","02/2013","0"
"210750","PAÇO DO LUMIAR","MA","01/2013","0"
"210750","PAÇO DO LUMIAR","MA","11/2014","0"
"210750","PAÇO DO LUMIAR","MA","10/2014","0"
"210750","PAÇO DO LUMIAR","MA","12/2014","0"
"210750","PAÇO DO LUMIAR","MA","09/2014","0"
"210750","PAÇO DO LUMIAR","MA","08/2014","0"
"210750","PAÇO DO LUMIAR","MA","07/2014","0"
"210750","PAÇO DO LUMIAR","MA","02/2014","0"
"210750","PAÇO DO LUMIAR","MA","03/2014","0"
"210750","PAÇO DO LUMIAR","MA","06/2014","0"
"210750","PAÇO DO LUMIAR","MA","05/2014","0"
"210750","PAÇO DO LUMIAR","MA","04/2014","0"
"210750","PAÇO DO LUMIAR","MA","01/2014","0"
"210750","PAÇO DO LUMIAR","MA","11/2015","0"
"210750","PAÇO DO LUMIAR","MA","02/2015","0"
"210750","PAÇO DO LUMIAR","MA","07/2015","0"
"210750","PAÇO DO LUMIAR","MA","08/2015","0"
"210750","PAÇO DO LUMIAR","MA","09/2015","0"
"210750","PAÇO DO LUMIAR","MA","12/2015","0"
"210750","PAÇO DO LUMIAR","MA","03/2015","0"
"210750","PAÇO DO LUMIAR","MA","01/2015","0"
"210750","PAÇO DO LUMIAR","MA","04/2015","0"
"210750","PAÇO DO LUMIAR","MA","10/2015","0"
"210750","PAÇO DO LUMIAR","MA","05/2015","0"
"210750","PAÇO DO LUMIAR","MA","06/2015","0"
"210750","PAÇO DO LUMIAR","MA","07/2016","0"
"210750","PAÇO DO LUMIAR","MA","11/2016","0"
"210750","PAÇO DO LUMIAR","MA","02/2016","0"
"210750","PAÇO DO LUMIAR","MA","08/2016","0"
"210750","PAÇO DO LUMIAR","MA","12/2016","0"
"210750","PAÇO DO LUMIAR","MA","01/2016","0"
"210750","PAÇO DO LUMIAR","MA","09/2016","0"
"210750","PAÇO DO LUMIAR","MA","03/2016","0"
"210750","PAÇO DO LUMIAR","MA","04/2016","0"
"210750","PAÇO DO LUMIAR","MA","05/2016","0"
"210750","PAÇO DO LUMIAR","MA","06/2016","0"
"210750","PAÇO DO LUMIAR","MA","10/2016","0"
"210750","PAÇO DO LUMIAR","MA","04/2017","0"
"210750","PAÇO DO LUMIAR","MA","09/2017","0"
"210750","PAÇO DO LUMIAR","MA","03/2017","0"
"210750","PAÇO DO LUMIAR","MA","02/2017","0"
"210750","PAÇO DO LUMIAR","MA","05/2017","0"
"210750","PAÇO DO LUMIAR","MA","01/2017","0"
"210750","PAÇO DO LUMIAR","MA","06/2017","0"
"210750","PAÇO DO LUMIAR","MA","10/2017","0"
"210750","PAÇO DO LUMIAR","MA","11/2017","0"
"210750","PAÇO DO LUMIAR","MA","08/2017","0"
"210750","PAÇO DO LUMIAR","MA","12/2017","0"
"210750","PAÇO DO LUMIAR","MA","07/2017","0"
"210750","PAÇO DO LUMIAR","MA","12/2018","3"
"210750","PAÇO DO LUMIAR","MA","03/2018","1"
"210750","PAÇO DO LUMIAR","MA","07/2018","2"
"210750","PAÇO DO LUMIAR","MA","11/2018","3"
"210750","PAÇO DO LUMIAR","MA","01/2018","0"
"210750","PAÇO DO LUMIAR","MA","08/2018","2"
"210750","PAÇO DO LUMIAR","MA","04/2018","2"
"210750","PAÇO DO LUMIAR","MA","02/2018","0"
"210750","PAÇO DO LUMIAR","MA","05/2018","2"
"210750","PAÇO DO LUMIAR","MA","06/2018","2"
"210750","PAÇO DO LUMIAR","MA","09/2018","2"
"210750","PAÇO DO LUMIAR","MA","10/2018","2"
"210750","PAÇO DO LUMIAR","MA","05/2019","4"
"210750","PAÇO DO LUMIAR","MA","09/2019","3"
"210750","PAÇO DO LUMIAR","MA","01/2019","4"
"210750","PAÇO DO LUMIAR","MA","10/2019","4"
"210750","PAÇO DO LUMIAR","MA","11/2019","4"
"210750","PAÇO DO LUMIAR","MA","06/2019","4"
"210750","PAÇO DO LUMIAR","MA","02/2019","4"
"210750","PAÇO DO LUMIAR","MA","12/2019","4"
"210750","PAÇO DO LUMIAR","MA","04/2019","4"
"210750","PAÇO DO LUMIAR","MA","07/2019","4"
"210750","PAÇO DO LUMIAR","MA","03/2019","4"
"210750","PAÇO DO LUMIAR","MA","08/2019","3"
"210750","PAÇO DO LUMIAR","MA","05/2020","7"
"210750","PAÇO DO LUMIAR","MA","09/2020","24"
"210750","PAÇO DO LUMIAR","MA","10/2020","30"
"210750","PAÇO DO LUMIAR","MA","12/2020","32"
"210750","PAÇO DO LUMIAR","MA","02/2020","4"
"210750","PAÇO DO LUMIAR","MA","03/2020","6"
"210750","PAÇO DO LUMIAR","MA","06/2020","8"
"210750","PAÇO DO LUMIAR","MA","01/2020","4"
"210750","PAÇO DO LUMIAR","MA","11/2020","32"
"210750","PAÇO DO LUMIAR","MA","04/2020","7"
"210750","PAÇO DO LUMIAR","MA","07/2020","8"
"210750","PAÇO DO LUMIAR","MA","08/2020","9"
"210750","PAÇO DO LUMIAR","MA","06/2021","34"
"210750","PAÇO DO LUMIAR","MA","07/2021","34"
"210750","PAÇO DO LUMIAR","MA","10/2021","36"
"210750","PAÇO DO LUMIAR","MA","08/2021","35"
"210750","PAÇO DO LUMIAR","MA","11/2021","36"
"210750","PAÇO DO LUMIAR","MA","12/2021","36"
"210750","PAÇO DO LUMIAR","MA","01/2021","36"
"210750","PAÇO DO LUMIAR","MA","03/2021","39"
"210750","PAÇO DO LUMIAR","MA","04/2021","39"
"210750","PAÇO DO LUMIAR","MA","02/2021","38"
"210750","PAÇO DO LUMIAR","MA","05/2021","34"
"210750","PAÇO DO LUMIAR","MA","09/2021","36"
"210750","PAÇO DO LUMIAR","MA","07/2022","35"
"210750","PAÇO DO LUMIAR","MA","03/2022","36"
"210750","PAÇO DO LUMIAR","MA","08/2022","27"
"210750","PAÇO DO LUMIAR","MA","11/2022","25"
"210750","PAÇO DO LUMIAR","MA","12/2022","25"
"210750","PAÇO DO LUMIAR","MA","01/2022","36"
"210750","PAÇO DO LUMIAR","MA","02/2022","36"
"210750","PAÇO DO LUMIAR","MA","09/2022","27"
"210750","PAÇO DO LUMIAR","MA","04/2022","34"
"210750","PAÇO DO LUMIAR","MA","10/2022","27"
"210750","PAÇO DO LUMIAR","MA","05/2022","34"
"210750","PAÇO DO LUMIAR","MA","06/2022","34"
"210750","PAÇO DO LUMIAR","MA","04/2023","22"
"210750","PAÇO DO LUMIAR","MA","06/2023","24"
"210750","PAÇO DO LUMIAR","MA","01/2023","26"
"210750","PAÇO DO LUMIAR","MA","05/2023","23"
"210750","PAÇO DO LUMIAR","MA","07/2023","24"
"210750","PAÇO DO LUMIAR","MA","08/2023","24"
"210750","PAÇO DO LUMIAR","MA","03/2023","23"
"210750","PAÇO DO LUMIAR","MA","09/2023","29"
"210750","PAÇO DO LUMIAR","MA","10/2023","31"
"210750","PAÇO DO LUMIAR","MA","11/2023","32"
"210750","PAÇO DO LUMIAR","MA","02/2023","24"
"210750","PAÇO DO LUMIAR","MA","12/2023","33"
"210750","PAÇO DO LUMIAR","MA","02/2024","38"
"210750","PAÇO DO LUMIAR","MA","03/2024","40"
"210750","PAÇO DO LUMIAR","MA","01/2024","34"
"210750","PAÇO DO LUMIAR","MA","04/2024","45"
"210750","PAÇO DO LUMIAR","MA","08/2024","47"
"210750","PAÇO DO LUMIAR","MA","09/2024","50"
"210750","PAÇO DO LUMIAR","MA","05/2024","45"
"210750","PAÇO DO LUMIAR","MA","10/2024","50"
"210750","PAÇO DO LUMIAR","MA","11/2024","51"
"210750","PAÇO DO LUMIAR","MA","12/2024","51"
"210750","PAÇO DO LUMIAR","MA","07/2024","45"
"210750","PAÇO DO LUMIAR","MA","06/2024","45"
"210750","PAÇO DO LUMIAR","MA","09/2025","59"
"210750","PAÇO DO LUMIAR","MA","12/2025","68"
"210750","PAÇO DO LUMIAR","MA","10/2025","61"
"210750","PAÇO DO LUMIAR","MA","05/2025","52"
"210750","PAÇO DO LUMIAR","MA","11/2025","65"
"210750","PAÇO DO LUMIAR","MA","06/2025","53"
"210750","PAÇO DO LUMIAR","MA","07/2025","55"
"210750","PAÇO DO LUMIAR","MA","02/2025","44"
"210750","PAÇO DO LUMIAR","MA","01/2025","50"
"210750","PAÇO DO LUMIAR","MA","08/2025","57"
"210760","PALMEIRÂNDIA","MA","03/2019","0"
"210760","PALMEIRÂNDIA","MA","03/2025","0"
"210760","PALMEIRÂNDIA","MA","08/2025","0"
"210760","PALMEIRÂNDIA","MA","01/2025","0"
"210760","PALMEIRÂNDIA","MA","09/2025","0"
"210760","PALMEIRÂNDIA","MA","02/2025","0"
"210760","PALMEIRÂNDIA","MA","07/2025","0"
"210760","PALMEIRÂNDIA","MA","06/2025","0"
"210760","PALMEIRÂNDIA","MA","11/2025","0"
"210760","PALMEIRÂNDIA","MA","05/2025","0"
"210760","PALMEIRÂNDIA","MA","10/2025","0"
"210760","PALMEIRÂNDIA","MA","12/2025","0"
"210760","PALMEIRÂNDIA","MA","05/2024","0"
"210760","PALMEIRÂNDIA","MA","01/2024","0"
"210760","PALMEIRÂNDIA","MA","07/2024","0"
"210760","PALMEIRÂNDIA","MA","12/2024","0"
"210760","PALMEIRÂNDIA","MA","11/2024","0"
"210760","PALMEIRÂNDIA","MA","10/2024","0"
"210760","PALMEIRÂNDIA","MA","09/2024","0"
"210760","PALMEIRÂNDIA","MA","08/2024","0"
"210760","PALMEIRÂNDIA","MA","06/2024","0"
"210760","PALMEIRÂNDIA","MA","04/2024","0"
"210760","PALMEIRÂNDIA","MA","03/2024","0"
"210760","PALMEIRÂNDIA","MA","02/2024","0"
"210760","PALMEIRÂNDIA","MA","10/2023","0"
"210760","PALMEIRÂNDIA","MA","02/2023","0"
"210760","PALMEIRÂNDIA","MA","12/2023","0"
"210760","PALMEIRÂNDIA","MA","11/2023","0"
"210760","PALMEIRÂNDIA","MA","09/2023","0"
"210760","PALMEIRÂNDIA","MA","08/2023","0"
"210760","PALMEIRÂNDIA","MA","07/2023","0"
"210760","PALMEIRÂNDIA","MA","05/2023","0"
"210760","PALMEIRÂNDIA","MA","06/2023","0"
"210760","PALMEIRÂNDIA","MA","03/2023","0"
"210760","PALMEIRÂNDIA","MA","01/2023","0"
"210760","PALMEIRÂNDIA","MA","04/2023","0"
"210760","PALMEIRÂNDIA","MA","05/2022","0"
"210760","PALMEIRÂNDIA","MA","10/2022","0"
"210760","PALMEIRÂNDIA","MA","06/2022","0"
"210760","PALMEIRÂNDIA","MA","04/2022","0"
"210760","PALMEIRÂNDIA","MA","09/2022","0"
"210760","PALMEIRÂNDIA","MA","02/2022","0"
"210760","PALMEIRÂNDIA","MA","01/2022","0"
"210760","PALMEIRÂNDIA","MA","11/2022","0"
"210760","PALMEIRÂNDIA","MA","12/2022","0"
"210760","PALMEIRÂNDIA","MA","08/2022","0"
"210760","PALMEIRÂNDIA","MA","03/2022","0"
"210760","PALMEIRÂNDIA","MA","07/2022","0"
"210760","PALMEIRÂNDIA","MA","09/2021","0"
"210760","PALMEIRÂNDIA","MA","05/2021","0"
"210760","PALMEIRÂNDIA","MA","02/2021","0"
"210760","PALMEIRÂNDIA","MA","04/2021","0"
"210760","PALMEIRÂNDIA","MA","03/2021","0"
"210760","PALMEIRÂNDIA","MA","01/2021","0"
"210760","PALMEIRÂNDIA","MA","12/2021","0"
"210760","PALMEIRÂNDIA","MA","11/2021","0"
"210760","PALMEIRÂNDIA","MA","08/2021","0"
"210760","PALMEIRÂNDIA","MA","10/2021","0"
"210760","PALMEIRÂNDIA","MA","07/2021","0"
"210760","PALMEIRÂNDIA","MA","06/2021","0"
"210760","PALMEIRÂNDIA","MA","08/2020","0"
"210760","PALMEIRÂNDIA","MA","07/2020","0"
"210760","PALMEIRÂNDIA","MA","04/2020","0"
"210760","PALMEIRÂNDIA","MA","11/2020","0"
"210760","PALMEIRÂNDIA","MA","01/2020","0"
"210760","PALMEIRÂNDIA","MA","06/2020","0"
"210760","PALMEIRÂNDIA","MA","03/2020","0"
"210760","PALMEIRÂNDIA","MA","02/2020","0"
"210760","PALMEIRÂNDIA","MA","12/2020","0"
"210760","PALMEIRÂNDIA","MA","10/2020","0"
"210760","PALMEIRÂNDIA","MA","09/2020","0"
"210760","PALMEIRÂNDIA","MA","05/2020","0"
"210760","PALMEIRÂNDIA","MA","04/2019","0"
"210760","PALMEIRÂNDIA","MA","08/2019","0"
"210760","PALMEIRÂNDIA","MA","02/2019","0"
"210760","PALMEIRÂNDIA","MA","07/2019","0"
"210760","PALMEIRÂNDIA","MA","12/2019","0"
"210760","PALMEIRÂNDIA","MA","11/2019","0"
"210760","PALMEIRÂNDIA","MA","05/2019","0"
"210760","PALMEIRÂNDIA","MA","06/2019","0"
"210760","PALMEIRÂNDIA","MA","10/2019","0"
"210760","PALMEIRÂNDIA","MA","01/2019","0"
"210760","PALMEIRÂNDIA","MA","09/2019","0"
"210760","PALMEIRÂNDIA","MA","10/2018","0"
"210760","PALMEIRÂNDIA","MA","09/2018","0"
"210760","PALMEIRÂNDIA","MA","06/2018","0"
"210760","PALMEIRÂNDIA","MA","11/2018","0"
"210760","PALMEIRÂNDIA","MA","02/2018","0"
"210760","PALMEIRÂNDIA","MA","08/2018","0"
"210760","PALMEIRÂNDIA","MA","04/2018","0"
"210760","PALMEIRÂNDIA","MA","01/2018","0"
"210760","PALMEIRÂNDIA","MA","12/2018","0"
"210760","PALMEIRÂNDIA","MA","07/2018","0"
"210760","PALMEIRÂNDIA","MA","03/2018","0"
"210760","PALMEIRÂNDIA","MA","05/2018","0"
"210760","PALMEIRÂNDIA","MA","12/2017","0"
"210760","PALMEIRÂNDIA","MA","07/2017","0"
"210760","PALMEIRÂNDIA","MA","11/2017","0"
"210760","PALMEIRÂNDIA","MA","10/2017","0"
"210760","PALMEIRÂNDIA","MA","06/2017","0"
"210760","PALMEIRÂNDIA","MA","04/2017","0"
"210760","PALMEIRÂNDIA","MA","01/2017","0"
"210760","PALMEIRÂNDIA","MA","03/2017","0"
"210760","PALMEIRÂNDIA","MA","05/2017","0"
"210760","PALMEIRÂNDIA","MA","02/2017","0"
"210760","PALMEIRÂNDIA","MA","09/2017","0"
"210760","PALMEIRÂNDIA","MA","08/2017","0"
"210760","PALMEIRÂNDIA","MA","06/2016","0"
"210760","PALMEIRÂNDIA","MA","02/2016","0"
"210760","PALMEIRÂNDIA","MA","10/2016","0"
"210760","PALMEIRÂNDIA","MA","12/2016","0"
"210760","PALMEIRÂNDIA","MA","04/2016","0"
"210760","PALMEIRÂNDIA","MA","05/2016","0"
"210760","PALMEIRÂNDIA","MA","09/2016","0"
"210760","PALMEIRÂNDIA","MA","01/2016","0"
"210760","PALMEIRÂNDIA","MA","03/2016","0"
"210760","PALMEIRÂNDIA","MA","08/2016","0"
"210760","PALMEIRÂNDIA","MA","11/2016","0"
"210760","PALMEIRÂNDIA","MA","07/2016","0"
"210760","PALMEIRÂNDIA","MA","03/2015","0"
"210760","PALMEIRÂNDIA","MA","12/2015","0"
"210760","PALMEIRÂNDIA","MA","05/2015","0"
"210760","PALMEIRÂNDIA","MA","08/2015","0"
"210760","PALMEIRÂNDIA","MA","01/2015","0"
"210760","PALMEIRÂNDIA","MA","06/2015","0"
"210760","PALMEIRÂNDIA","MA","10/2015","0"
"210760","PALMEIRÂNDIA","MA","04/2015","0"
"210760","PALMEIRÂNDIA","MA","09/2015","0"
"210760","PALMEIRÂNDIA","MA","07/2015","0"
"210760","PALMEIRÂNDIA","MA","02/2015","0"
"210760","PALMEIRÂNDIA","MA","11/2015","0"
"210760","PALMEIRÂNDIA","MA","01/2014","0"
"210760","PALMEIRÂNDIA","MA","04/2014","0"
"210760","PALMEIRÂNDIA","MA","05/2014","0"
"210760","PALMEIRÂNDIA","MA","06/2014","0"
"210760","PALMEIRÂNDIA","MA","03/2014","0"
"210760","PALMEIRÂNDIA","MA","08/2014","0"
"210760","PALMEIRÂNDIA","MA","02/2014","0"
"210760","PALMEIRÂNDIA","MA","07/2014","0"
"210760","PALMEIRÂNDIA","MA","09/2014","0"
"210760","PALMEIRÂNDIA","MA","12/2014","0"
"210760","PALMEIRÂNDIA","MA","10/2014","0"
"210760","PALMEIRÂNDIA","MA","11/2014","0"
"210760","PALMEIRÂNDIA","MA","01/2013","0"
"210760","PALMEIRÂNDIA","MA","02/2013","0"
"210760","PALMEIRÂNDIA","MA","03/2013","0"
"210760","PALMEIRÂNDIA","MA","04/2013","0"
"210760","PALMEIRÂNDIA","MA","05/2013","0"
"210760","PALMEIRÂNDIA","MA","06/2013","0"
"210760","PALMEIRÂNDIA","MA","07/2013","0"
"210760","PALMEIRÂNDIA","MA","09/2013","0"
"210760","PALMEIRÂNDIA","MA","08/2013","0"
"210760","PALMEIRÂNDIA","MA","12/2013","0"
"210760","PALMEIRÂNDIA","MA","10/2013","0"
"210760","PALMEIRÂNDIA","MA","11/2013","0"
"210760","PALMEIRÂNDIA","MA","12/2012","0"
"210760","PALMEIRÂNDIA","MA","11/2012","0"
"210760","PALMEIRÂNDIA","MA","10/2012","0"
"210760","PALMEIRÂNDIA","MA","09/2012","0"
"210760","PALMEIRÂNDIA","MA","08/2012","0"
"210770","PARAIBANO","MA","09/2012","1"
"210770","PARAIBANO","MA","03/2025","0"
"210770","PARAIBANO","MA","08/2025","0"
"210770","PARAIBANO","MA","01/2025","0"
"210770","PARAIBANO","MA","02/2025","0"
"210770","PARAIBANO","MA","07/2025","0"
"210770","PARAIBANO","MA","11/2025","0"
"210770","PARAIBANO","MA","06/2025","0"
"210770","PARAIBANO","MA","10/2025","0"
"210770","PARAIBANO","MA","12/2025","0"
"210770","PARAIBANO","MA","09/2025","0"
"210770","PARAIBANO","MA","05/2025","0"
"210770","PARAIBANO","MA","02/2024","0"
"210770","PARAIBANO","MA","07/2024","0"
"210770","PARAIBANO","MA","12/2024","0"
"210770","PARAIBANO","MA","11/2024","0"
"210770","PARAIBANO","MA","10/2024","0"
"210770","PARAIBANO","MA","05/2024","0"
"210770","PARAIBANO","MA","09/2024","0"
"210770","PARAIBANO","MA","08/2024","0"
"210770","PARAIBANO","MA","06/2024","0"
"210770","PARAIBANO","MA","04/2024","0"
"210770","PARAIBANO","MA","01/2024","0"
"210770","PARAIBANO","MA","03/2024","0"
"210770","PARAIBANO","MA","07/2023","0"
"210770","PARAIBANO","MA","12/2023","0"
"210770","PARAIBANO","MA","02/2023","0"
"210770","PARAIBANO","MA","11/2023","0"
"210770","PARAIBANO","MA","10/2023","0"
"210770","PARAIBANO","MA","09/2023","0"
"210770","PARAIBANO","MA","04/2023","0"
"210770","PARAIBANO","MA","03/2023","0"
"210770","PARAIBANO","MA","08/2023","0"
"210770","PARAIBANO","MA","05/2023","0"
"210770","PARAIBANO","MA","01/2023","0"
"210770","PARAIBANO","MA","06/2023","0"
"210770","PARAIBANO","MA","05/2022","1"
"210770","PARAIBANO","MA","10/2022","0"
"210770","PARAIBANO","MA","04/2022","1"
"210770","PARAIBANO","MA","09/2022","0"
"210770","PARAIBANO","MA","02/2022","1"
"210770","PARAIBANO","MA","01/2022","1"
"210770","PARAIBANO","MA","12/2022","0"
"210770","PARAIBANO","MA","11/2022","0"
"210770","PARAIBANO","MA","06/2022","1"
"210770","PARAIBANO","MA","08/2022","0"
"210770","PARAIBANO","MA","03/2022","1"
"210770","PARAIBANO","MA","07/2022","1"
"210770","PARAIBANO","MA","09/2021","1"
"210770","PARAIBANO","MA","05/2021","1"
"210770","PARAIBANO","MA","02/2021","2"
"210770","PARAIBANO","MA","04/2021","2"
"210770","PARAIBANO","MA","03/2021","2"
"210770","PARAIBANO","MA","01/2021","2"
"210770","PARAIBANO","MA","11/2021","1"
"210770","PARAIBANO","MA","12/2021","1"
"210770","PARAIBANO","MA","08/2021","1"
"210770","PARAIBANO","MA","10/2021","1"
"210770","PARAIBANO","MA","07/2021","1"
"210770","PARAIBANO","MA","06/2021","1"
"210770","PARAIBANO","MA","08/2020","2"
"210770","PARAIBANO","MA","07/2020","2"
"210770","PARAIBANO","MA","04/2020","2"
"210770","PARAIBANO","MA","11/2020","2"
"210770","PARAIBANO","MA","01/2020","2"
"210770","PARAIBANO","MA","05/2020","2"
"210770","PARAIBANO","MA","06/2020","2"
"210770","PARAIBANO","MA","03/2020","2"
"210770","PARAIBANO","MA","02/2020","2"
"210770","PARAIBANO","MA","12/2020","2"
"210770","PARAIBANO","MA","10/2020","2"
"210770","PARAIBANO","MA","09/2020","2"
"210770","PARAIBANO","MA","08/2019","2"
"210770","PARAIBANO","MA","03/2019","1"
"210770","PARAIBANO","MA","07/2019","1"
"210770","PARAIBANO","MA","04/2019","1"
"210770","PARAIBANO","MA","12/2019","2"
"210770","PARAIBANO","MA","05/2019","1"
"210770","PARAIBANO","MA","02/2019","1"
"210770","PARAIBANO","MA","06/2019","1"
"210770","PARAIBANO","MA","08/2012","0"
"210770","PARAIBANO","MA","11/2019","2"
"210770","PARAIBANO","MA","10/2019","2"
"210770","PARAIBANO","MA","01/2019","1"
"210770","PARAIBANO","MA","09/2019","2"
"210770","PARAIBANO","MA","10/2018","1"
"210770","PARAIBANO","MA","09/2018","1"
"210770","PARAIBANO","MA","06/2018","1"
"210770","PARAIBANO","MA","05/2018","1"
"210770","PARAIBANO","MA","02/2018","1"
"210770","PARAIBANO","MA","08/2018","1"
"210770","PARAIBANO","MA","04/2018","1"
"210770","PARAIBANO","MA","01/2018","1"
"210770","PARAIBANO","MA","12/2018","1"
"210770","PARAIBANO","MA","11/2018","1"
"210770","PARAIBANO","MA","07/2018","1"
"210770","PARAIBANO","MA","03/2018","1"
"210770","PARAIBANO","MA","11/2017","1"
"210770","PARAIBANO","MA","07/2017","1"
"210770","PARAIBANO","MA","06/2017","0"
"210770","PARAIBANO","MA","02/2017","0"
"210770","PARAIBANO","MA","12/2017","1"
"210770","PARAIBANO","MA","10/2017","1"
"210770","PARAIBANO","MA","05/2017","0"
"210770","PARAIBANO","MA","01/2017","0"
"210770","PARAIBANO","MA","09/2017","1"
"210770","PARAIBANO","MA","03/2017","0"
"210770","PARAIBANO","MA","08/2017","1"
"210770","PARAIBANO","MA","04/2017","0"
"210770","PARAIBANO","MA","05/2016","0"
"210770","PARAIBANO","MA","01/2016","0"
"210770","PARAIBANO","MA","10/2016","0"
"210770","PARAIBANO","MA","06/2016","0"
"210770","PARAIBANO","MA","04/2016","0"
