"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias do Auxílio Gás","Valor Total Repassado às famílias beneficiárias do Auxílio Gás","Valor Médio do Benefício Auxílio Gás","Pessoas beneficiárias do Auxílio Gás","Responsáveis Familiares do sexo Feminino beneficiárias do Auxílio Gás","Percentual de Responsáveis Familiares do sexo Feminino"
"211160","SÃO RAIMUNDO DAS MANGABEIRAS","MA","12/2023","557","57928","104,00","1995","529","95,0"
"211160","SÃO RAIMUNDO DAS MANGABEIRAS","MA","02/2024","572","58344,00","102,00","2033","544","95,1"
"211160","SÃO RAIMUNDO DAS MANGABEIRAS","MA","04/2024","588","59976","102,00","2080","560","95,2"
"211160","SÃO RAIMUNDO DAS MANGABEIRAS","MA","06/2024","593","60486","102,00","2105","565","95,3"
"211160","SÃO RAIMUNDO DAS MANGABEIRAS","MA","08/2024","589","60078","102,00","2090","561","95,2"
"211160","SÃO RAIMUNDO DAS MANGABEIRAS","MA","10/2024","585","60840","104,00","2082","558","95,4"
"211160","SÃO RAIMUNDO DAS MANGABEIRAS","MA","12/2024","585","60840","104,00","2082","558","95,4"
"211160","SÃO RAIMUNDO DAS MANGABEIRAS","MA","02/2025","584","61904","106,00","2088","556","95,2"
"211160","SÃO RAIMUNDO DAS MANGABEIRAS","MA","04/2025","584","63072","108,00","2090","557","95,4"
"211160","SÃO RAIMUNDO DAS MANGABEIRAS","MA","06/2025","582","62856","108,00","2084","555","95,4"
"211160","SÃO RAIMUNDO DAS MANGABEIRAS","MA","08/2025","571","61668","108,00","2029","546","95,6"
"211160","SÃO RAIMUNDO DAS MANGABEIRAS","MA","10/2025","563","60804","108,00","2000","538","95,6"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","12/2021","1050","54600","52,00","3735","910","86,7"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","02/2022","1045","52250","50,00","3714","908","86,9"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","04/2022","1035","52785","51,00","3635","896","86,6"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","06/2022","1043","55279","53,00","3650","901","86,4"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","08/2022","1034","113740","110,00","3577","896","86,7"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","10/2022","1014","113568","112,00","3489","876","86,4"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","12/2022","995","111440","112,00","3398","859","86,3"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","02/2023","987","110544","112,00","3361","852","86,3"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","04/2023","946","104060","110,00","3238","813","85,9"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","06/2023","937","102133","109,00","3208","803","85,7"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","08/2023","915","98820,00","108,00","3147","786","85,9"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","10/2023","894","94764","106,00","3085","772","86,4"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","12/2023","863","89752","104,00","3030","753","87,3"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","02/2024","841","85782,00","102,00","2946","741","88,1"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","04/2024","836","85272","102,00","2938","739","88,4"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","06/2024","827","84354","102,00","2916","731","88,4"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","08/2024","805","82110","102,00","2815","712","88,4"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","10/2024","785","81640","104,00","2747","698","88,9"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","12/2024","778","80912","104,00","2747","698","89,7"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","02/2025","773","81938","106,00","2695","688","89,0"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","04/2025","771","83268","108,00","2668","686","89,0"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","06/2025","771","83268","108,00","2668","686","89,0"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","08/2025","746","80568","108,00","2580","671","89,9"
"211163","SÃO RAIMUNDO DO DOCA BEZERRA","MA","10/2025","736","79488","108,00","2542","660","89,7"
"211167","SÃO ROBERTO","MA","12/2021","1050","54600","52,00","3565","892","85,0"
"211167","SÃO ROBERTO","MA","02/2022","1051","52550","50,00","3558","895","85,2"
"211167","SÃO ROBERTO","MA","04/2022","1041","53091","51,00","3503","885","85,0"
"211167","SÃO ROBERTO","MA","06/2022","1078","57134","53,00","3570","920","85,3"
"211167","SÃO ROBERTO","MA","08/2022","1067","117370","110,00","3500","911","85,4"
"211167","SÃO ROBERTO","MA","10/2022","1091","122192","112,00","3546","928","85,1"
"211167","SÃO ROBERTO","MA","12/2022","1081","121072","112,00","3483","917","84,8"
"211167","SÃO ROBERTO","MA","02/2023","1080","120960","112,00","3472","915","84,7"
"211167","SÃO ROBERTO","MA","04/2023","1048","115280","110,00","3376","891","85,0"
"211167","SÃO ROBERTO","MA","06/2023","1044","113796","109,00","3364","889","85,2"
"211167","SÃO ROBERTO","MA","08/2023","1026","110808,00","108,00","3341","876","85,4"
"211167","SÃO ROBERTO","MA","10/2023","996","105576","106,00","3238","855","85,8"
"211167","SÃO ROBERTO","MA","12/2023","970","100880","104,00","3194","837","86,3"
"211167","SÃO ROBERTO","MA","02/2024","963","98226,00","102,00","3171","825","85,7"
"211167","SÃO ROBERTO","MA","04/2024","955","97410","102,00","3148","814","85,2"
"211167","SÃO ROBERTO","MA","06/2024","930","94860","102,00","3060","790","84,9"
"211167","SÃO ROBERTO","MA","08/2024","903","92106","102,00","2987","767","84,9"
"211167","SÃO ROBERTO","MA","10/2024","877","91208","104,00","2915","747","85,2"
"211167","SÃO ROBERTO","MA","12/2024","860","89440","104,00","2915","747","86,9"
"211167","SÃO ROBERTO","MA","02/2025","836","88616","106,00","2800","716","85,6"
"211167","SÃO ROBERTO","MA","04/2025","829","89532","108,00","2771","711","85,8"
"211167","SÃO ROBERTO","MA","06/2025","829","89532","108,00","2771","711","85,8"
"211167","SÃO ROBERTO","MA","08/2025","781","84348","108,00","2603","672","86,0"
"211167","SÃO ROBERTO","MA","10/2025","743","80244","108,00","2489","641","86,3"
"211170","SÃO VICENTE FERRER","MA","12/2021","2975","154700","52,00","9490","2457","82,6"
"211170","SÃO VICENTE FERRER","MA","02/2022","2969","148450","50,00","9453","2456","82,7"
"211170","SÃO VICENTE FERRER","MA","04/2022","2929","149379","51,00","9147","2423","82,7"
"211170","SÃO VICENTE FERRER","MA","06/2022","2914","154442","53,00","8828","2406","82,6"
"211170","SÃO VICENTE FERRER","MA","08/2022","2902","319220","110,00","8657","2393","82,5"
"211170","SÃO VICENTE FERRER","MA","10/2022","2892","323904","112,00","8421","2385","82,5"
"211170","SÃO VICENTE FERRER","MA","12/2022","2846","318752","112,00","8113","2349","82,5"
"211170","SÃO VICENTE FERRER","MA","02/2023","2838","317856","112,00","8050","2341","82,5"
"211170","SÃO VICENTE FERRER","MA","04/2023","2744","301840","110,00","7814","2278","83,0"
"211170","SÃO VICENTE FERRER","MA","06/2023","2724","296916","109,00","7705","2265","83,1"
"211170","SÃO VICENTE FERRER","MA","08/2023","2667","288036,00","108,00","7560","2222","83,3"
"211170","SÃO VICENTE FERRER","MA","10/2023","2640","279840","106,00","7444","2204","83,5"
"211170","SÃO VICENTE FERRER","MA","12/2023","2609","271336","104,00","7365","2184","83,7"
"211170","SÃO VICENTE FERRER","MA","02/2024","2544","259488,00","102,00","7146","2134","83,9"
"211170","SÃO VICENTE FERRER","MA","04/2024","2512","256224","102,00","7063","2116","84,2"
"211170","SÃO VICENTE FERRER","MA","06/2024","2497","254694","102,00","6989","2106","84,3"
"211170","SÃO VICENTE FERRER","MA","08/2024","2419","246738","102,00","6757","2048","84,7"
"211170","SÃO VICENTE FERRER","MA","10/2024","2360","245440","104,00","6566","2001","84,8"
"211170","SÃO VICENTE FERRER","MA","12/2024","2324","241696","104,00","6566","2001","86,1"
"211170","SÃO VICENTE FERRER","MA","02/2025","2304","244224","106,00","6450","1958","85,0"
"211170","SÃO VICENTE FERRER","MA","04/2025","2291","247428","108,00","6424","1948","85,0"
"211170","SÃO VICENTE FERRER","MA","06/2025","2289","247212","108,00","6423","1946","85,0"
"211170","SÃO VICENTE FERRER","MA","08/2025","2199","237492","108,00","6211","1877","85,4"
"211170","SÃO VICENTE FERRER","MA","10/2025","2132","230256","108,00","6059","1828","85,7"
"211172","SATUBINHA","MA","12/2021","284","14768","52,00","1087","224","78,9"
"211172","SATUBINHA","MA","02/2022","287","14350","50,00","1090","224","78,0"
"211172","SATUBINHA","MA","04/2022","285","14535","51,00","1091","224","78,6"
"211172","SATUBINHA","MA","06/2022","295","15635","53,00","1120","233","79,0"
"211172","SATUBINHA","MA","08/2022","294","32340","110,00","1117","233","79,3"
"211172","SATUBINHA","MA","10/2022","296","33152","112,00","1116","236","79,7"
"211172","SATUBINHA","MA","12/2022","296","33152","112,00","1108","237","80,1"
"211172","SATUBINHA","MA","02/2023","296","33152","112,00","1106","238","80,4"
"211172","SATUBINHA","MA","04/2023","308","33880","110,00","1142","252","81,8"
"211172","SATUBINHA","MA","06/2023","314","34226","109,00","1136","258","82,2"
"211172","SATUBINHA","MA","08/2023","317","34236,00","108,00","1144","263","83,0"
"211172","SATUBINHA","MA","10/2023","317","33602","106,00","1142","264","83,3"
"211172","SATUBINHA","MA","12/2023","316","32864","104,00","1142","268","84,8"
"211172","SATUBINHA","MA","02/2024","314","32028,00","102,00","1127","268","85,4"
"211172","SATUBINHA","MA","04/2024","313","31926","102,00","1129","268","85,6"
"211172","SATUBINHA","MA","06/2024","319","32538","102,00","1149","273","85,6"
"211172","SATUBINHA","MA","08/2024","309","31518","102,00","1121","265","85,8"
"211172","SATUBINHA","MA","10/2024","303","31512","104,00","1100","260","85,8"
"211172","SATUBINHA","MA","12/2024","305","31720","104,00","1100","260","85,2"
"211172","SATUBINHA","MA","02/2025","303","32118","106,00","1091","259","85,5"
"211172","SATUBINHA","MA","04/2025","298","32184","108,00","1070","256","85,9"
"211172","SATUBINHA","MA","06/2025","298","32184","108,00","1070","256","85,9"
"211172","SATUBINHA","MA","08/2025","293","31644","108,00","1036","256","87,4"
"211172","SATUBINHA","MA","10/2025","289","31212","108,00","1015","252","87,2"
"211174","SENADOR ALEXANDRE COSTA","MA","12/2021","1937","100724","52,00","6431","1695","87,5"
"211174","SENADOR ALEXANDRE COSTA","MA","02/2022","1935","96750","50,00","6428","1694","87,5"
"211174","SENADOR ALEXANDRE COSTA","MA","04/2022","1906","97206","51,00","6297","1665","87,4"
"211174","SENADOR ALEXANDRE COSTA","MA","06/2022","1944","103032","53,00","6385","1700","87,4"
"211174","SENADOR ALEXANDRE COSTA","MA","08/2022","1938","213180","110,00","6297","1695","87,5"
"211174","SENADOR ALEXANDRE COSTA","MA","10/2022","1981","221872","112,00","6316","1731","87,4"
"211174","SENADOR ALEXANDRE COSTA","MA","12/2022","1960","219520","112,00","6240","1711","87,3"
"211174","SENADOR ALEXANDRE COSTA","MA","02/2023","1956","219072","112,00","6214","1706","87,2"
"211174","SENADOR ALEXANDRE COSTA","MA","04/2023","1901","209110","110,00","6051","1661","87,4"
"211174","SENADOR ALEXANDRE COSTA","MA","06/2023","1886","205574","109,00","5950","1650","87,5"
"211174","SENADOR ALEXANDRE COSTA","MA","08/2023","1866","201528,00","108,00","5948","1639","87,8"
"211174","SENADOR ALEXANDRE COSTA","MA","10/2023","1823","193238","106,00","5789","1604","88,0"
"211174","SENADOR ALEXANDRE COSTA","MA","12/2023","1817","188968","104,00","5739","1596","87,8"
"211174","SENADOR ALEXANDRE COSTA","MA","02/2024","1867","190434,00","102,00","5878","1619","86,7"
"211174","SENADOR ALEXANDRE COSTA","MA","04/2024","1932","197064","102,00","6044","1643","85,0"
"211174","SENADOR ALEXANDRE COSTA","MA","06/2024","1916","195432","102,00","5954","1625","84,8"
"211174","SENADOR ALEXANDRE COSTA","MA","08/2024","1936","197472","102,00","5946","1636","84,5"
"211174","SENADOR ALEXANDRE COSTA","MA","10/2024","1913","198952","104,00","5815","1617","84,5"
"211174","SENADOR ALEXANDRE COSTA","MA","12/2024","1884","195936","104,00","5815","1617","85,8"
"211174","SENADOR ALEXANDRE COSTA","MA","02/2025","1869","198114","106,00","5704","1589","85,0"
"211174","SENADOR ALEXANDRE COSTA","MA","04/2025","1867","201636","108,00","5651","1591","85,2"
"211174","SENADOR ALEXANDRE COSTA","MA","06/2025","1869","201852","108,00","5657","1592","85,2"
"211174","SENADOR ALEXANDRE COSTA","MA","08/2025","1831","197748","108,00","5451","1570","85,7"
"211174","SENADOR ALEXANDRE COSTA","MA","10/2025","1824","196992","108,00","5396","1560","85,5"
"211176","SENADOR LA ROCQUE","MA","12/2021","1468","76336","52,00","4772","1341","91,3"
"211176","SENADOR LA ROCQUE","MA","02/2022","1459","72950","50,00","4775","1342","92,0"
"211176","SENADOR LA ROCQUE","MA","04/2022","1448","73848","51,00","4680","1325","91,5"
"211176","SENADOR LA ROCQUE","MA","06/2022","1454","77062","53,00","4684","1332","91,6"
"211176","SENADOR LA ROCQUE","MA","08/2022","1422","156420","110,00","4600","1300","91,4"
"211176","SENADOR LA ROCQUE","MA","10/2022","1423","159376","112,00","4583","1301","91,4"
"211176","SENADOR LA ROCQUE","MA","12/2022","1401","156912","112,00","4492","1279","91,3"
"211176","SENADOR LA ROCQUE","MA","02/2023","1397","156464","112,00","4480","1275","91,3"
"211176","SENADOR LA ROCQUE","MA","04/2023","1355","149050","110,00","4340","1238","91,4"
"211176","SENADOR LA ROCQUE","MA","06/2023","1339","145951","109,00","4282","1223","91,3"
"211176","SENADOR LA ROCQUE","MA","08/2023","1308","141264,00","108,00","4203","1197","91,5"
"211176","SENADOR LA ROCQUE","MA","10/2023","1284","136104","106,00","4126","1179","91,8"
"211176","SENADOR LA ROCQUE","MA","12/2023","1262","131248","104,00","4071","1160","91,9"
"211176","SENADOR LA ROCQUE","MA","02/2024","1225","124950,00","102,00","3946","1129","92,2"
"211176","SENADOR LA ROCQUE","MA","04/2024","1202","122604","102,00","3864","1114","92,7"
"211176","SENADOR LA ROCQUE","MA","06/2024","1180","120360","102,00","3767","1096","92,9"
"211176","SENADOR LA ROCQUE","MA","08/2024","1154","117708","102,00","3683","1075","93,2"
"211176","SENADOR LA ROCQUE","MA","10/2024","1132","117728","104,00","3615","1052","92,9"
"211176","SENADOR LA ROCQUE","MA","12/2024","1113","115752","104,00","3615","1052","94,5"
"211176","SENADOR LA ROCQUE","MA","02/2025","1107","117342","106,00","3522","1031","93,1"
"211176","SENADOR LA ROCQUE","MA","04/2025","1098","118584","108,00","3487","1023","93,2"
"211176","SENADOR LA ROCQUE","MA","06/2025","1097","118476","108,00","3483","1022","93,2"
"211176","SENADOR LA ROCQUE","MA","08/2025","1037","111996","108,00","3305","971","93,6"
"211176","SENADOR LA ROCQUE","MA","10/2025","1017","109836","108,00","3222","954","93,8"
"211178","SERRANO DO MARANHÃO","MA","12/2021","3390","176280","52,00","8859","1947","57,4"
"211178","SERRANO DO MARANHÃO","MA","02/2022","3381","169050","50,00","8794","1949","57,6"
"211178","SERRANO DO MARANHÃO","MA","04/2022","3323","169473","51,00","8576","1911","57,5"
"211178","SERRANO DO MARANHÃO","MA","06/2022","3332","176596","53,00","8511","1922","57,7"
"211178","SERRANO DO MARANHÃO","MA","08/2022","3316","364760","110,00","8401","1910","57,6"
"211178","SERRANO DO MARANHÃO","MA","10/2022","3334","373408","112,00","8393","1927","57,8"
"211178","SERRANO DO MARANHÃO","MA","12/2022","3278","367136","112,00","8219","1902","58,0"
"211178","SERRANO DO MARANHÃO","MA","02/2023","3271","366352","112,00","8187","1899","58,1"
"211178","SERRANO DO MARANHÃO","MA","04/2023","3168","348480","110,00","7975","1851","58,4"
"211178","SERRANO DO MARANHÃO","MA","06/2023","3136","341824","109,00","7848","1829","58,3"
"211178","SERRANO DO MARANHÃO","MA","08/2023","3093","334044,00","108,00","7782","1818","58,8"
"211178","SERRANO DO MARANHÃO","MA","10/2023","3044","322664","106,00","7646","1799","59,1"
"211178","SERRANO DO MARANHÃO","MA","12/2023","2996","311584","104,00","7532","1775","59,2"
"211178","SERRANO DO MARANHÃO","MA","02/2024","2996","305592,00","102,00","7513","1793","59,8"
"211178","SERRANO DO MARANHÃO","MA","04/2024","2985","304470","102,00","7479","1800","60,3"
"211178","SERRANO DO MARANHÃO","MA","06/2024","2966","302532","102,00","7384","1785","60,2"
"211178","SERRANO DO MARANHÃO","MA","08/2024","2879","293658","102,00","7181","1740","60,4"
"211178","SERRANO DO MARANHÃO","MA","10/2024","2846","295984","104,00","7104","1728","60,7"
"211178","SERRANO DO MARANHÃO","MA","12/2024","2808","292032","104,00","7104","1728","61,5"
"211178","SERRANO DO MARANHÃO","MA","02/2025","2735","289910","106,00","6898","1675","61,2"
"211178","SERRANO DO MARANHÃO","MA","04/2025","2709","292572","108,00","6828","1658","61,2"
"211178","SERRANO DO MARANHÃO","MA","06/2025","2687","290196","108,00","6805","1655","61,6"
"211178","SERRANO DO MARANHÃO","MA","08/2025","2490","268920","108,00","6305","1540","61,8"
"211178","SERRANO DO MARANHÃO","MA","10/2025","2436","263088","108,00","6170","1513","62,1"
"211180","SÍTIO NOVO","MA","12/2021","1065","55380","52,00","4293","949","89,1"
"211180","SÍTIO NOVO","MA","02/2022","1063","53150","50,00","4277","947","89,1"
"211180","SÍTIO NOVO","MA","04/2022","1055","53805","51,00","4225","939","89,0"
"211180","SÍTIO NOVO","MA","06/2022","1048","55544","53,00","4160","932","88,9"
"211180","SÍTIO NOVO","MA","08/2022","1043","114730","110,00","4126","928","89,0"
"211180","SÍTIO NOVO","MA","10/2022","1041","116592","112,00","4063","926","89,0"
"211180","SÍTIO NOVO","MA","12/2022","1025","114800","112,00","3985","912","89,0"
"211180","SÍTIO NOVO","MA","02/2023","1021","114352","112,00","3960","910","89,1"
"211180","SÍTIO NOVO","MA","04/2023","1002","110220","110,00","3908","893","89,1"
"211180","SÍTIO NOVO","MA","06/2023","1003","109327","109,00","3900","895","89,2"
"211180","SÍTIO NOVO","MA","08/2023","985","106380,00","108,00","3815","878","89,1"
"211180","SÍTIO NOVO","MA","10/2023","961","101866","106,00","3699","857","89,2"
"211180","SÍTIO NOVO","MA","12/2023","941","97864","104,00","3616","841","89,4"
"211180","SÍTIO NOVO","MA","02/2024","930","94860,00","102,00","3575","831","89,4"
"211180","SÍTIO NOVO","MA","04/2024","924","94248","102,00","3526","824","89,2"
"211180","SÍTIO NOVO","MA","06/2024","904","92208","102,00","3462","806","89,2"
"211180","SÍTIO NOVO","MA","08/2024","883","90066","102,00","3373","787","89,1"
"211180","SÍTIO NOVO","MA","10/2024","863","89752","104,00","3282","770","89,2"
"211180","SÍTIO NOVO","MA","12/2024","857","89128","104,00","3282","770","89,8"
"211180","SÍTIO NOVO","MA","02/2025","851","90206","106,00","3228","760","89,3"
"211180","SÍTIO NOVO","MA","04/2025","848","91584","108,00","3212","757","89,3"
"211180","SÍTIO NOVO","MA","06/2025","848","91584","108,00","3212","757","89,3"
"211180","SÍTIO NOVO","MA","08/2025","819","88452","108,00","3081","731","89,3"
"211180","SÍTIO NOVO","MA","10/2025","814","87912","108,00","3071","729","89,6"
"211190","SUCUPIRA DO NORTE","MA","12/2021","2048","106496","52,00","6774","1676","81,8"
"211190","SUCUPIRA DO NORTE","MA","02/2022","2050","102500","50,00","6758","1676","81,8"
"211190","SUCUPIRA DO NORTE","MA","04/2022","2004","102204","51,00","6559","1639","81,8"
"211190","SUCUPIRA DO NORTE","MA","06/2022","2067","109551","53,00","6663","1690","81,8"
"211190","SUCUPIRA DO NORTE","MA","08/2022","2066","227260","110,00","6618","1691","81,8"
"211190","SUCUPIRA DO NORTE","MA","10/2022","2096","234752","112,00","6638","1708","81,5"
"211190","SUCUPIRA DO NORTE","MA","12/2022","2085","233520","112,00","6588","1701","81,6"
"211190","SUCUPIRA DO NORTE","MA","02/2023","2083","233296","112,00","6564","1699","81,6"
"211190","SUCUPIRA DO NORTE","MA","04/2023","2032","223520","110,00","6416","1661","81,7"
"211190","SUCUPIRA DO NORTE","MA","06/2023","2024","220616","109,00","6383","1658","81,9"
"211190","SUCUPIRA DO NORTE","MA","08/2023","1979","213732,00","108,00","6325","1633","82,5"
"211190","SUCUPIRA DO NORTE","MA","10/2023","1952","206912","106,00","6251","1621","83,0"
"211190","SUCUPIRA DO NORTE","MA","12/2023","1934","201136","104,00","6194","1610","83,2"
"211190","SUCUPIRA DO NORTE","MA","02/2024","1954","199308,00","102,00","6214","1623","83,1"
"211190","SUCUPIRA DO NORTE","MA","04/2024","1947","198594","102,00","6170","1623","83,4"
"211190","SUCUPIRA DO NORTE","MA","06/2024","1926","196452","102,00","6086","1602","83,2"
"211190","SUCUPIRA DO NORTE","MA","08/2024","1916","195432","102,00","6062","1596","83,3"
"211190","SUCUPIRA DO NORTE","MA","10/2024","1897","197288","104,00","6010","1581","83,3"
"211190","SUCUPIRA DO NORTE","MA","12/2024","1893","196872","104,00","6010","1581","83,5"
"211190","SUCUPIRA DO NORTE","MA","02/2025","1879","199174","106,00","5922","1569","83,5"
"211190","SUCUPIRA DO NORTE","MA","04/2025","1875","202500","108,00","5898","1565","83,5"
"211190","SUCUPIRA DO NORTE","MA","06/2025","1872","202176","108,00","5886","1563","83,5"
"211190","SUCUPIRA DO NORTE","MA","08/2025","1831","197748","108,00","5745","1532","83,7"
"211190","SUCUPIRA DO NORTE","MA","10/2025","1800","194400","108,00","5652","1508","83,8"
"211195","SUCUPIRA DO RIACHÃO","MA","12/2021","91","4732","52,00","323","82","90,1"
"211195","SUCUPIRA DO RIACHÃO","MA","02/2022","91","4550","50,00","324","82","90,1"
"211195","SUCUPIRA DO RIACHÃO","MA","04/2022","89","4539","51,00","318","80","89,9"
"211195","SUCUPIRA DO RIACHÃO","MA","06/2022","89","4717","53,00","316","80","89,9"
"211195","SUCUPIRA DO RIACHÃO","MA","08/2022","93","10230","110,00","323","84","90,3"
"211195","SUCUPIRA DO RIACHÃO","MA","10/2022","95","10640","112,00","329","86","90,5"
"211195","SUCUPIRA DO RIACHÃO","MA","12/2022","96","10752","112,00","334","87","90,6"
"211195","SUCUPIRA DO RIACHÃO","MA","02/2023","95","10640","112,00","327","87","91,6"
"211195","SUCUPIRA DO RIACHÃO","MA","04/2023","94","10340","110,00","323","86","91,5"
"211195","SUCUPIRA DO RIACHÃO","MA","06/2023","95","10355","109,00","321","87","91,6"
"211195","SUCUPIRA DO RIACHÃO","MA","08/2023","94","10152,00","108,00","319","86","91,5"
"211195","SUCUPIRA DO RIACHÃO","MA","10/2023","94","9964","106,00","319","85","90,4"
"211195","SUCUPIRA DO RIACHÃO","MA","12/2023","94","9776","104,00","319","85","90,4"
"211195","SUCUPIRA DO RIACHÃO","MA","02/2024","94","9588,00","102,00","316","85","90,4"
"211195","SUCUPIRA DO RIACHÃO","MA","04/2024","94","9588","102,00","324","86","91,5"
"211195","SUCUPIRA DO RIACHÃO","MA","06/2024","95","9690","102,00","324","86","90,5"
"211195","SUCUPIRA DO RIACHÃO","MA","08/2024","94","9588","102,00","318","85","90,4"
"211195","SUCUPIRA DO RIACHÃO","MA","10/2024","95","9880","104,00","322","86","90,5"
"211195","SUCUPIRA DO RIACHÃO","MA","12/2024","94","9776","104,00","322","86","91,5"
"211195","SUCUPIRA DO RIACHÃO","MA","02/2025","92","9752","106,00","309","83","90,2"
"211195","SUCUPIRA DO RIACHÃO","MA","04/2025","91","9828","108,00","308","82","90,1"
"211195","SUCUPIRA DO RIACHÃO","MA","06/2025","91","9828","108,00","308","82","90,1"
"211195","SUCUPIRA DO RIACHÃO","MA","08/2025","92","9936","108,00","313","85","92,4"
"211195","SUCUPIRA DO RIACHÃO","MA","10/2025","89","9612","108,00","302","82","92,1"
"211200","TASSO FRAGOSO","MA","12/2021","78","4056","52,00","349","76","97,4"
"211200","TASSO FRAGOSO","MA","02/2022","80","4000","50,00","351","76","95,0"
"211200","TASSO FRAGOSO","MA","04/2022","79","4029","51,00","348","77","97,5"
"211200","TASSO FRAGOSO","MA","06/2022","79","4187","53,00","347","77","97,5"
"211200","TASSO FRAGOSO","MA","08/2022","80","8800","110,00","350","78","97,5"
"211200","TASSO FRAGOSO","MA","10/2022","80","8960","112,00","350","77","96,3"
"211200","TASSO FRAGOSO","MA","12/2022","81","9072","112,00","349","77","95,1"
"211200","TASSO FRAGOSO","MA","02/2023","82","9184","112,00","356","78","95,1"
"211200","TASSO FRAGOSO","MA","04/2023","82","9020","110,00","356","78","95,1"
"211200","TASSO FRAGOSO","MA","06/2023","82","8938","109,00","357","78","95,1"
"211200","TASSO FRAGOSO","MA","08/2023","82","8856,00","108,00","359","78","95,1"
"211200","TASSO FRAGOSO","MA","10/2023","82","8692","106,00","356","78","95,1"
"211200","TASSO FRAGOSO","MA","12/2023","82","8528","104,00","359","79","96,3"
"211200","TASSO FRAGOSO","MA","02/2024","80","8160,00","102,00","344","77","96,3"
"211200","TASSO FRAGOSO","MA","04/2024","79","8058","102,00","335","76","96,2"
"211200","TASSO FRAGOSO","MA","06/2024","81","8262","102,00","343","78","96,3"
"211200","TASSO FRAGOSO","MA","08/2024","78","7956","102,00","332","77","98,7"
"211200","TASSO FRAGOSO","MA","10/2024","79","8216","104,00","332","78","98,7"
"211200","TASSO FRAGOSO","MA","12/2024","76","7904","104,00","332","78","102,6"
"211200","TASSO FRAGOSO","MA","02/2025","76","8056","106,00","318","75","98,7"
"211200","TASSO FRAGOSO","MA","04/2025","76","8208","108,00","319","75","98,7"
"211200","TASSO FRAGOSO","MA","06/2025","75","8100","108,00","313","74","98,7"
"211200","TASSO FRAGOSO","MA","08/2025","73","7884","108,00","299","72","98,6"
"211200","TASSO FRAGOSO","MA","10/2025","74","7992","108,00","307","73","98,6"
"211210","TIMBIRAS","MA","12/2021","2007","104364","52,00","7009","1796","89,5"
"211210","TIMBIRAS","MA","02/2022","2002","100100","50,00","6980","1789","89,4"
"211210","TIMBIRAS","MA","04/2022","1974","100674","51,00","6856","1769","89,6"
"211210","TIMBIRAS","MA","06/2022","1960","103880","53,00","6751","1755","89,5"
"211210","TIMBIRAS","MA","08/2022","1951","214610","110,00","6692","1746","89,5"
"211210","TIMBIRAS","MA","10/2022","1946","217952","112,00","6642","1744","89,6"
"211210","TIMBIRAS","MA","12/2022","1888","211456","112,00","6479","1701","90,1"
"211210","TIMBIRAS","MA","02/2023","1884","211008","112,00","6475","1699","90,2"
"211210","TIMBIRAS","MA","04/2023","1784","196240","110,00","6198","1622","90,9"
"211210","TIMBIRAS","MA","06/2023","1765","192385","109,00","6160","1609","91,2"
"211210","TIMBIRAS","MA","08/2023","1713","185004,00","108,00","6047","1565","91,4"
"211210","TIMBIRAS","MA","10/2023","1657","175642","106,00","5904","1527","92,2"
"211210","TIMBIRAS","MA","12/2023","1635","170040","104,00","5859","1514","92,6"
"211210","TIMBIRAS","MA","02/2024","1575","160650,00","102,00","5656","1468","93,2"
"211210","TIMBIRAS","MA","04/2024","1557","158814","102,00","5580","1451","93,2"
"211210","TIMBIRAS","MA","06/2024","1553","158406","102,00","5530","1446","93,1"
"211210","TIMBIRAS","MA","08/2024","1503","153306","102,00","5316","1405","93,5"
"211210","TIMBIRAS","MA","10/2024","1472","153088","104,00","5196","1377","93,5"
"211210","TIMBIRAS","MA","12/2024","1445","150280","104,00","5196","1377","95,3"
"211210","TIMBIRAS","MA","02/2025","1436","152216","106,00","5078","1344","93,6"
