"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias do Auxílio Gás","Valor Total Repassado às famílias beneficiárias do Auxílio Gás","Valor Médio do Benefício Auxílio Gás","Pessoas beneficiárias do Auxílio Gás","Responsáveis Familiares do sexo Feminino beneficiárias do Auxílio Gás","Percentual de Responsáveis Familiares do sexo Feminino"
"211210","TIMBIRAS","MA","04/2025","1428","154224","108,00","5023","1337","93,6"
"211210","TIMBIRAS","MA","06/2025","1428","154224","108,00","5023","1337","93,6"
"211210","TIMBIRAS","MA","08/2025","1363","147204","108,00","4834","1282","94,1"
"211210","TIMBIRAS","MA","10/2025","1330","143640","108,00","4731","1253","94,2"
"211220","TIMON","MA","12/2021","4325","224900","52,00","12640","3688","85,3"
"211220","TIMON","MA","02/2022","4318","215900","50,00","12652","3681","85,2"
"211220","TIMON","MA","04/2022","4212","214812","51,00","12544","3622","86,0"
"211220","TIMON","MA","06/2022","4343","230179","53,00","12950","3761","86,6"
"211220","TIMON","MA","08/2022","4357","479270","110,00","12934","3782","86,8"
"211220","TIMON","MA","10/2022","4483","502096","112,00","13289","3909","87,2"
"211220","TIMON","MA","12/2022","4455","498960","112,00","13354","3927","88,1"
"211220","TIMON","MA","02/2023","4488","502656","112,00","13498","3959","88,2"
"211220","TIMON","MA","04/2023","4348","478280","110,00","13175","3862","88,8"
"211220","TIMON","MA","06/2023","4301","468809","109,00","13112","3838","89,2"
"211220","TIMON","MA","08/2023","4353","470124,00","108,00","13688","3945","90,6"
"211220","TIMON","MA","10/2023","4168","441808","106,00","13361","3808","91,4"
"211220","TIMON","MA","12/2023","4031","419224","104,00","13203","3737","92,7"
"211220","TIMON","MA","02/2024","4058","413916,00","102,00","13340","3796","93,5"
"211220","TIMON","MA","04/2024","4196","427992","102,00","13834","3923","93,5"
"211220","TIMON","MA","06/2024","4158","424116","102,00","13800","3896","93,7"
"211220","TIMON","MA","08/2024","3969","404838","102,00","13270","3745","94,4"
"211220","TIMON","MA","10/2024","3896","405184","104,00","13013","3678","94,4"
"211220","TIMON","MA","12/2024","3814","396656","104,00","13013","3678","96,4"
"211220","TIMON","MA","02/2025","3761","398666","106,00","12670","3572","95,0"
"211220","TIMON","MA","04/2025","3727","402516","108,00","12582","3539","95,0"
"211220","TIMON","MA","06/2025","3719","401652","108,00","12566","3534","95,0"
"211220","TIMON","MA","08/2025","3623","391284","108,00","12306","3461","95,5"
"211220","TIMON","MA","10/2025","3535","381780","108,00","12003","3380","95,6"
"211223","TRIZIDELA DO VALE","MA","12/2021","15","780","52,00","39","15","100,0"
"211223","TRIZIDELA DO VALE","MA","02/2022","17","850","50,00","39","15","88,2"
"211223","TRIZIDELA DO VALE","MA","04/2022","19","969","51,00","52","19","100,0"
"211223","TRIZIDELA DO VALE","MA","06/2022","31","1643","53,00","92","31","100,0"
"211223","TRIZIDELA DO VALE","MA","08/2022","34","3740","110,00","102","33","97,1"
"211223","TRIZIDELA DO VALE","MA","10/2022","42","4704","112,00","125","39","92,9"
"211223","TRIZIDELA DO VALE","MA","12/2022","43","4816","112,00","133","40","93,0"
"211223","TRIZIDELA DO VALE","MA","02/2023","44","4928","112,00","138","41","93,2"
"211223","TRIZIDELA DO VALE","MA","04/2023","49","5390","110,00","154","46","93,9"
"211223","TRIZIDELA DO VALE","MA","06/2023","49","5341","109,00","159","46","93,9"
"211223","TRIZIDELA DO VALE","MA","08/2023","46","4968,00","108,00","152","43","93,5"
"211223","TRIZIDELA DO VALE","MA","10/2023","46","4876","106,00","155","42","91,3"
"211223","TRIZIDELA DO VALE","MA","12/2023","50","5200","104,00","165","45","90,0"
"211223","TRIZIDELA DO VALE","MA","02/2024","51","5202,00","102,00","172","46","90,2"
"211223","TRIZIDELA DO VALE","MA","04/2024","53","5406","102,00","181","48","90,6"
"211223","TRIZIDELA DO VALE","MA","06/2024","55","5610","102,00","188","50","90,9"
"211223","TRIZIDELA DO VALE","MA","08/2024","56","5712","102,00","187","51","91,1"
"211223","TRIZIDELA DO VALE","MA","10/2024","58","6032","104,00","195","54","93,1"
"211223","TRIZIDELA DO VALE","MA","12/2024","61","6344","104,00","195","54","88,5"
"211223","TRIZIDELA DO VALE","MA","02/2025","61","6466","106,00","206","56","91,8"
"211223","TRIZIDELA DO VALE","MA","04/2025","61","6588","108,00","206","56","91,8"
"211223","TRIZIDELA DO VALE","MA","06/2025","60","6480","108,00","203","55","91,7"
"211223","TRIZIDELA DO VALE","MA","08/2025","62","6696","108,00","199","59","95,2"
"211223","TRIZIDELA DO VALE","MA","10/2025","65","7020","108,00","209","62","95,4"
"211227","TUFILÂNDIA","MA","12/2021","959","49868","52,00","3555","853","88,9"
"211227","TUFILÂNDIA","MA","02/2022","958","47900","50,00","3559","854","89,1"
"211227","TUFILÂNDIA","MA","04/2022","941","47991","51,00","3478","837","88,9"
"211227","TUFILÂNDIA","MA","06/2022","967","51251","53,00","3508","861","89,0"
"211227","TUFILÂNDIA","MA","08/2022","959","105490","110,00","3414","854","89,1"
"211227","TUFILÂNDIA","MA","10/2022","971","108752","112,00","3429","861","88,7"
"211227","TUFILÂNDIA","MA","12/2022","960","107520","112,00","3371","854","89,0"
"211227","TUFILÂNDIA","MA","02/2023","962","107744","112,00","3370","857","89,1"
"211227","TUFILÂNDIA","MA","04/2023","930","102300","110,00","3239","830","89,2"
"211227","TUFILÂNDIA","MA","06/2023","920","100280","109,00","3187","822","89,3"
"211227","TUFILÂNDIA","MA","08/2023","914","98712,00","108,00","3180","819","89,6"
"211227","TUFILÂNDIA","MA","10/2023","901","95506","106,00","3161","812","90,1"
"211227","TUFILÂNDIA","MA","12/2023","882","91728","104,00","3100","795","90,1"
"211227","TUFILÂNDIA","MA","02/2024","903","92106,00","102,00","3154","809","89,6"
"211227","TUFILÂNDIA","MA","04/2024","895","91290","102,00","3121","799","89,3"
"211227","TUFILÂNDIA","MA","06/2024","903","92106","102,00","3125","807","89,4"
"211227","TUFILÂNDIA","MA","08/2024","884","90168","102,00","3052","791","89,5"
"211227","TUFILÂNDIA","MA","10/2024","874","90896","104,00","3003","783","89,6"
"211227","TUFILÂNDIA","MA","12/2024","839","87256","104,00","3003","783","93,3"
"211227","TUFILÂNDIA","MA","02/2025","837","88722","106,00","2896","755","90,2"
"211227","TUFILÂNDIA","MA","04/2025","835","90180","108,00","2893","753","90,2"
"211227","TUFILÂNDIA","MA","06/2025","835","90180","108,00","2893","753","90,2"
"211227","TUFILÂNDIA","MA","08/2025","800","86400","108,00","2780","729","91,1"
"211227","TUFILÂNDIA","MA","10/2025","792","85536","108,00","2745","722","91,2"
"211230","TUNTUM","MA","12/2021","282","14664","52,00","915","263","93,3"
"211230","TUNTUM","MA","02/2022","282","14100","50,00","909","262","92,9"
"211230","TUNTUM","MA","04/2022","278","14178","51,00","891","260","93,5"
"211230","TUNTUM","MA","06/2022","287","15211","53,00","926","269","93,7"
"211230","TUNTUM","MA","08/2022","297","32670","110,00","956","277","93,3"
"211230","TUNTUM","MA","10/2022","303","33936","112,00","972","282","93,1"
"211230","TUNTUM","MA","12/2022","303","33936","112,00","962","282","93,1"
"211230","TUNTUM","MA","02/2023","308","34496","112,00","973","286","92,9"
"211230","TUNTUM","MA","04/2023","304","33440","110,00","971","282","92,8"
"211230","TUNTUM","MA","06/2023","309","33681","109,00","991","287","92,9"
"211230","TUNTUM","MA","08/2023","315","34020,00","108,00","1014","293","93,0"
"211230","TUNTUM","MA","10/2023","314","33284","106,00","1005","295","93,9"
"211230","TUNTUM","MA","12/2023","314","32656","104,00","1021","295","93,9"
"211230","TUNTUM","MA","02/2024","318","32436,00","102,00","1034","301","94,7"
"211230","TUNTUM","MA","04/2024","321","32742","102,00","1044","304","94,7"
"211230","TUNTUM","MA","06/2024","326","33252","102,00","1064","309","94,8"
"211230","TUNTUM","MA","08/2024","329","33558","102,00","1073","311","94,5"
"211230","TUNTUM","MA","10/2024","325","33800","104,00","1062","307","94,5"
"211230","TUNTUM","MA","12/2024","323","33592","104,00","1062","307","95,0"
"211230","TUNTUM","MA","02/2025","318","33708","106,00","1019","299","94,0"
"211230","TUNTUM","MA","04/2025","321","34668","108,00","1032","302","94,1"
"211230","TUNTUM","MA","06/2025","321","34668","108,00","1032","302","94,1"
"211230","TUNTUM","MA","08/2025","313","33804","108,00","1011","293","93,6"
"211230","TUNTUM","MA","10/2025","310","33480","108,00","1000","292","94,2"
"211240","TURIAÇU","MA","12/2021","4560","237120","52,00","16207","3799","83,3"
"211240","TURIAÇU","MA","02/2022","4524","226200","50,00","16206","3799","84,0"
"211240","TURIAÇU","MA","04/2022","4476","228276","51,00","15921","3743","83,6"
"211240","TURIAÇU","MA","06/2022","4527","239931","53,00","15963","3783","83,6"
"211240","TURIAÇU","MA","08/2022","4478","492580","110,00","15693","3736","83,4"
"211240","TURIAÇU","MA","10/2022","4590","514080","112,00","15660","3827","83,4"
"211240","TURIAÇU","MA","12/2022","4642","519904","112,00","15275","3870","83,4"
"211240","TURIAÇU","MA","02/2023","4643","520016","112,00","15207","3872","83,4"
"211240","TURIAÇU","MA","04/2023","4542","499620","110,00","14942","3790","83,4"
"211240","TURIAÇU","MA","06/2023","4516","492244","109,00","14795","3768","83,4"
"211240","TURIAÇU","MA","08/2023","4615","498420,00","108,00","15207","3858","83,6"
"211240","TURIAÇU","MA","10/2023","4560","483360","106,00","15002","3825","83,9"
"211240","TURIAÇU","MA","12/2023","4503","468312","104,00","14794","3789","84,1"
"211240","TURIAÇU","MA","02/2024","4681","477462,00","102,00","15254","3936","84,1"
"211240","TURIAÇU","MA","04/2024","4787","488274","102,00","15447","4004","83,6"
"211240","TURIAÇU","MA","06/2024","4763","485826","102,00","15291","3982","83,6"
"211240","TURIAÇU","MA","08/2024","4688","478176","102,00","15039","3914","83,5"
"211240","TURIAÇU","MA","10/2024","4637","482248","104,00","14801","3871","83,5"
"211240","TURIAÇU","MA","12/2024","4586","476944","104,00","14801","3871","84,4"
"211240","TURIAÇU","MA","02/2025","4593","486858","106,00","14682","3845","83,7"
"211240","TURIAÇU","MA","04/2025","4580","494640","108,00","14606","3829","83,6"
"211240","TURIAÇU","MA","06/2025","4564","492912","108,00","14577","3822","83,7"
"211240","TURIAÇU","MA","08/2025","4445","480060","108,00","14154","3737","84,1"
"211240","TURIAÇU","MA","10/2025","4377","472716","108,00","13932","3685","84,2"
"211245","TURILÂNDIA","MA","12/2021","2620","136240","52,00","9750","2088","79,7"
"211245","TURILÂNDIA","MA","02/2022","2611","130550","50,00","9806","2085","79,9"
"211245","TURILÂNDIA","MA","04/2022","2579","131529","51,00","9760","2048","79,4"
"211245","TURILÂNDIA","MA","06/2022","2583","136899","53,00","9796","2041","79,0"
"211245","TURILÂNDIA","MA","08/2022","2581","283910","110,00","9958","2039","79,0"
"211245","TURILÂNDIA","MA","10/2022","2592","290304","112,00","9837","2047","79,0"
"211245","TURILÂNDIA","MA","12/2022","2562","286944","112,00","9635","2029","79,2"
"211245","TURILÂNDIA","MA","02/2023","2554","286048","112,00","9544","2018","79,0"
"211245","TURILÂNDIA","MA","04/2023","2447","269170","110,00","8382","1958","80,0"
"211245","TURILÂNDIA","MA","06/2023","2420","263780","109,00","8234","1935","80,0"
"211245","TURILÂNDIA","MA","08/2023","2348","253584,00","108,00","7843","1899","80,9"
"211245","TURILÂNDIA","MA","10/2023","2235","236910","106,00","7528","1832","82,0"
"211245","TURILÂNDIA","MA","12/2023","2223","231192","104,00","7486","1835","82,5"
"211245","TURILÂNDIA","MA","02/2024","2194","223788,00","102,00","7391","1822","83,0"
"211245","TURILÂNDIA","MA","04/2024","2228","227256","102,00","7437","1858","83,4"
"211245","TURILÂNDIA","MA","06/2024","2225","226950","102,00","7403","1858","83,5"
"211245","TURILÂNDIA","MA","08/2024","2120","216240","102,00","6995","1782","84,1"
"211245","TURILÂNDIA","MA","10/2024","2086","216944","104,00","6854","1759","84,3"
"211245","TURILÂNDIA","MA","12/2024","2067","214968","104,00","6854","1759","85,1"
"211245","TURILÂNDIA","MA","02/2025","2034","215604","106,00","6708","1731","85,1"
"211245","TURILÂNDIA","MA","04/2025","2023","218484","108,00","6637","1719","85,0"
"211245","TURILÂNDIA","MA","06/2025","1999","215892","108,00","6607","1711","85,6"
"211245","TURILÂNDIA","MA","08/2025","1907","205956","108,00","6241","1648","86,4"
"211245","TURILÂNDIA","MA","10/2025","1876","202608","108,00","6122","1625","86,6"
"211250","TUTÓIA","MA","12/2021","4803","249756","52,00","17321","4246","88,4"
"211250","TUTÓIA","MA","02/2022","4792","239600","50,00","17345","4246","88,6"
"211250","TUTÓIA","MA","04/2022","4722","240822","51,00","16871","4178","88,5"
"211250","TUTÓIA","MA","06/2022","4802","254506","53,00","16919","4251","88,5"
"211250","TUTÓIA","MA","08/2022","4794","527340","110,00","16889","4244","88,5"
"211250","TUTÓIA","MA","10/2022","4871","545552","112,00","17016","4315","88,6"
"211250","TUTÓIA","MA","12/2022","4811","538832","112,00","16823","4282","89,0"
"211250","TUTÓIA","MA","02/2023","4800","537600","112,00","16775","4274","89,0"
"211250","TUTÓIA","MA","04/2023","4641","510510","110,00","16317","4164","89,7"
"211250","TUTÓIA","MA","06/2023","4600","501400","109,00","16118","4130","89,8"
"211250","TUTÓIA","MA","08/2023","4605","497340,00","108,00","16201","4148","90,1"
"211250","TUTÓIA","MA","10/2023","4545","481770","106,00","16081","4110","90,4"
"211250","TUTÓIA","MA","12/2023","4486","466544","104,00","15924","4068","90,7"
"211250","TUTÓIA","MA","02/2024","4540","463080,00","102,00","16077","4127","90,9"
"211250","TUTÓIA","MA","04/2024","4579","467058","102,00","16161","4167","91,0"
"211250","TUTÓIA","MA","06/2024","4574","466548","102,00","16152","4168","91,1"
"211250","TUTÓIA","MA","08/2024","4497","458694","102,00","15895","4105","91,3"
"211250","TUTÓIA","MA","10/2024","4407","458328","104,00","15578","4028","91,4"
"211250","TUTÓIA","MA","12/2024","4391","456664","104,00","15578","4028","91,7"
"211250","TUTÓIA","MA","02/2025","4363","462478","106,00","15435","3996","91,6"
"211250","TUTÓIA","MA","04/2025","4352","470016","108,00","15383","3984","91,5"
"211250","TUTÓIA","MA","06/2025","4341","468828","108,00","15364","3975","91,6"
"211250","TUTÓIA","MA","08/2025","4192","452736","108,00","14863","3866","92,2"
"211250","TUTÓIA","MA","10/2025","4140","447120","108,00","14662","3821","92,3"
"211260","URBANO SANTOS","MA","12/2021","2021","105092","52,00","9118","1672","82,7"
"211260","URBANO SANTOS","MA","02/2022","2020","101000","50,00","9076","1670","82,7"
"211260","URBANO SANTOS","MA","04/2022","2005","102255","51,00","8951","1659","82,7"
"211260","URBANO SANTOS","MA","06/2022","2021","107113","53,00","8893","1675","82,9"
"211260","URBANO SANTOS","MA","08/2022","2025","222750","110,00","8811","1674","82,7"
"211260","URBANO SANTOS","MA","10/2022","2036","228032","112,00","8727","1684","82,7"
"211260","URBANO SANTOS","MA","12/2022","2039","228368","112,00","8592","1690","82,9"
"211260","URBANO SANTOS","MA","02/2023","2037","228144","112,00","8492","1691","83,0"
"211260","URBANO SANTOS","MA","04/2023","2015","221650","110,00","8383","1674","83,1"
"211260","URBANO SANTOS","MA","06/2023","2011","219199","109,00","8275","1667","82,9"
"211260","URBANO SANTOS","MA","08/2023","2002","216216,00","108,00","8291","1672","83,5"
"211260","URBANO SANTOS","MA","10/2023","1968","208608","106,00","8144","1649","83,8"
"211260","URBANO SANTOS","MA","12/2023","1965","204360","104,00","8061","1646","83,8"
"211260","URBANO SANTOS","MA","02/2024","1961","200022,00","102,00","7977","1647","84,0"
"211260","URBANO SANTOS","MA","04/2024","1966","200532","102,00","7950","1653","84,1"
"211260","URBANO SANTOS","MA","06/2024","1939","197778","102,00","7801","1623","83,7"
"211260","URBANO SANTOS","MA","08/2024","1887","192474","102,00","7567","1579","83,7"
"211260","URBANO SANTOS","MA","10/2024","1865","193960","104,00","7479","1566","84,0"
"211260","URBANO SANTOS","MA","12/2024","1846","191984","104,00","7479","1566","84,8"
"211260","URBANO SANTOS","MA","02/2025","1846","195676","106,00","7390","1558","84,4"
"211260","URBANO SANTOS","MA","04/2025","1842","198936","108,00","7357","1554","84,4"
"211260","URBANO SANTOS","MA","06/2025","1842","198936","108,00","7357","1554","84,4"
"211260","URBANO SANTOS","MA","08/2025","1783","192564","108,00","7107","1514","84,9"
"211260","URBANO SANTOS","MA","10/2025","1750","189000","108,00","6965","1487","85,0"
"211270","VARGEM GRANDE","MA","12/2021","5985","311220","52,00","21900","5324","89,0"
"211270","VARGEM GRANDE","MA","02/2022","5969","298450","50,00","21881","5323","89,2"
"211270","VARGEM GRANDE","MA","04/2022","5905","301155","51,00","21389","5260","89,1"
"211270","VARGEM GRANDE","MA","06/2022","5898","312594","53,00","21104","5261","89,2"
"211270","VARGEM GRANDE","MA","08/2022","5865","645150","110,00","20826","5235","89,3"
"211270","VARGEM GRANDE","MA","10/2022","5896","660352","112,00","20751","5266","89,3"
"211270","VARGEM GRANDE","MA","12/2022","5808","650496","112,00","20335","5190","89,4"
"211270","VARGEM GRANDE","MA","02/2023","5790","648480","112,00","20187","5176","89,4"
"211270","VARGEM GRANDE","MA","04/2023","5636","619960","110,00","19701","5065","89,9"
"211270","VARGEM GRANDE","MA","06/2023","5593","609637","109,00","19481","5032","90,0"
"211270","VARGEM GRANDE","MA","08/2023","5453","588924,00","108,00","19181","4926","90,3"
"211270","VARGEM GRANDE","MA","10/2023","5316","563496","106,00","18766","4821","90,7"
"211270","VARGEM GRANDE","MA","12/2023","5238","544752","104,00","18609","4763","90,9"
"211270","VARGEM GRANDE","MA","02/2024","5158","526116,00","102,00","18297","4696","91,0"
"211270","VARGEM GRANDE","MA","04/2024","5110","521220","102,00","18045","4654","91,1"
"211270","VARGEM GRANDE","MA","06/2024","5067","516834","102,00","17859","4615","91,1"
"211270","VARGEM GRANDE","MA","08/2024","4936","503472","102,00","17393","4504","91,2"
"211270","VARGEM GRANDE","MA","10/2024","4790","498160","104,00","16905","4386","91,6"
"211270","VARGEM GRANDE","MA","12/2024","4748","493792","104,00","16905","4386","92,4"
"211270","VARGEM GRANDE","MA","02/2025","4716","499896","106,00","16645","4311","91,4"
"211270","VARGEM GRANDE","MA","04/2025","4682","505656","108,00","16547","4285","91,5"
"211270","VARGEM GRANDE","MA","06/2025","4682","505656","108,00","16547","4285","91,5"
"211270","VARGEM GRANDE","MA","08/2025","4523","488484","108,00","15985","4167","92,1"
"211270","VARGEM GRANDE","MA","10/2025","4444","479952","108,00","15679","4106","92,4"
"211280","VIANA","MA","12/2021","853","44356","52,00","2994","733","85,9"
"211280","VIANA","MA","02/2022","863","43150","50,00","2994","735","85,2"
"211280","VIANA","MA","04/2022","863","44013","51,00","2990","741","85,9"
"211280","VIANA","MA","06/2022","903","47859","53,00","3076","777","86,0"
"211280","VIANA","MA","08/2022","913","100430","110,00","3085","786","86,1"
"211280","VIANA","MA","10/2022","947","106064","112,00","3173","814","86,0"
"211280","VIANA","MA","12/2022","952","106624","112,00","3182","822","86,3"
"211280","VIANA","MA","02/2023","963","107856","112,00","3198","832","86,4"
"211280","VIANA","MA","04/2023","935","102850","110,00","3130","815","87,2"
"211280","VIANA","MA","06/2023","949","103441","109,00","3189","830","87,5"
"211280","VIANA","MA","08/2023","939","101412,00","108,00","3174","825","87,9"
"211280","VIANA","MA","10/2023","940","99640","106,00","3186","827","88,0"
